,Palabra,cant central,cant cuyo,Total central,Total cuyo,Total central cuyo,Pvalue,fnorm central,fnorm cuyo,maxdif
3425,graciasss,861.0,568.0,389,242,631,2.12618670748e-06,46.7857865758,60.4101144825,1.29120655874
15126,muchacho,232.0,153.0,147,80,227,0.0139876593722,12.6066230959,16.2724428095,1.29078522343
2246,pieza,1771.0,701.0,727,314,1041,9.70605283045e-09,96.2341788918,74.5554405849,1.29077339141
8636,patada,533.0,211.0,359,140,499,0.00166031873266,28.962629785,22.4410812602,1.29060758923
9770,daily,485.0,192.0,43,20,63,0.00269953275457,26.3543629376,20.4203203884,1.29059497776
21283,calefactor,250.0,99.0,168,67,235,0.0314390012728,13.5847231637,10.5292277003,1.29019179282
14199,eeeh,351.0,139.0,187,86,273,0.0108022158116,19.0729513219,14.7834611146,1.290154665
21868,dé,176.0,116.0,126,86,212,0.0327506796112,9.56364510726,12.3372769014,1.29001826846
3511,masajes,1184.0,469.0,511,224,735,2.9061243037e-06,64.3372489034,49.8808867822,1.28981766472
4814,niña,651.0,429.0,341,248,589,4.066785962e-05,35.3746191183,45.6266533679,1.28981327588
18223,veneno,313.0,124.0,227,94,321,0.0162290949555,17.008073401,13.1881235842,1.28965074466
7746,llevas,428.0,282.0,325,220,545,0.000884049861155,23.2570460563,29.9923455705,1.28960253585
3283,aveces,1272.0,504.0,429,202,631,1.27792132197e-06,69.119071457,53.6033410197,1.28945454037
10087,minimo,337.0,222.0,221,153,374,0.00319756138485,18.3122068247,23.6109954491,1.28935827752
13379,comemos,376.0,149.0,285,121,406,0.00849059583892,20.4314236382,15.8470194681,1.28929125627
953,amooo,2695.0,1775.0,753,395,1148,8.04056603606e-17,146.443315705,188.781607758,1.2891104442
2251,noticia,1277.0,841.0,655,410,1065,9.90758571796e-09,69.3907659203,89.4452575348,1.28900807404
9597,grito,497.0,197.0,335,145,480,0.00250181058784,27.0064296495,20.9520995652,1.28896054381
12731,drogas,287.0,189.0,209,120,329,0.00659204018028,15.5952621919,20.1012528824,1.28893330776
19181,late,205.0,135.0,158,95,253,0.0216705876914,11.1394729942,14.3580377731,1.28893330776
24151,horita,222.0,88.0,180,77,257,0.0433698342534,12.0632341694,9.35931351137,1.28890160104
4281,descanso,1009.0,400.0,437,249,686,1.6666471194e-05,54.8279426888,42.5423341426,1.28878548377
23548,niembro,161.0,106.0,89,66,155,0.0420707911452,8.74856171744,11.2737185478,1.28863679676
23547,graciosa,161.0,106.0,132,81,213,0.0420707911452,8.74856171744,11.2737185478,1.28863679676
23279,mandarme,232.0,92.0,191,77,268,0.0391874824547,12.6066230959,9.7847368528,1.28839674337
24602,parto,155.0,102.0,126,85,211,0.0465428115916,8.42252836151,10.8482952064,1.28800934123
3336,cortar,1263.0,501.0,726,319,1045,1.53701363674e-06,68.6300214231,53.2842735136,1.28799769421
292,madre,9911.0,3932.0,1414,693,2107,2.68923252313e-41,538.552765102,418.191144622,1.28781484742
21909,nudo,247.0,98.0,196,74,270,0.0336885103293,13.4217064858,10.4228718649,1.28771673103
21908,viaja,247.0,98.0,167,71,238,0.0336885103293,13.4217064858,10.4228718649,1.28771673103
18011,po,228.0,150.0,143,68,211,0.0158907870836,12.3892675253,15.9533753035,1.28767703748
9178,pau,380.0,250.0,161,81,242,0.00185110351679,20.6487792089,26.5889588391,1.28767703747
2364,viajar,1726.0,685.0,768,351,1119,2.0387194882e-08,93.7889287223,72.8537472192,1.28735902136
21193,escribió,257.0,102.0,201,85,286,0.0304753515531,13.9650954123,10.8482952064,1.2873078347
1615,siguen,1744.0,1147.0,824,473,1297,2.7308404455e-11,94.7670287901,121.990143154,1.2872635632
7690,too,441.0,290.0,253,149,402,0.000816291889164,23.9634516608,30.8431922534,1.28709305696
2341,próxima,1247.0,820.0,691,394,1085,1.82285816208e-08,67.7605991406,87.2117849923,1.28705746552
15210,garcha,330.0,131.0,179,92,271,0.0142797334767,17.9318345761,13.9326144317,1.28704017929
3129,tormenta,1340.0,532.0,575,267,842,8.0000445335e-07,72.8141161575,56.5813044097,1.28689355817
2057,abajo,1962.0,779.0,918,397,1315,2.36570353491e-09,106.612907389,82.8511957427,1.2867998637
19952,tom,272.0,108.0,134,65,199,0.0262413157366,14.7801788021,11.4864302185,1.28675128138
18834,aprobado,216.0,142.0,156,110,266,0.0193013431094,11.7372008135,15.1025286206,1.28672320263
2591,masss,1144.0,752.0,498,307,805,7.3543455902e-08,62.1636931972,79.9795881881,1.28659646933
19881,jajajajjaa,277.0,110.0,203,75,278,0.0249698356392,15.0518732654,11.6991418892,1.28657925581
9774,sentado,496.0,197.0,352,154,506,0.00271623967074,26.9520907568,20.9520995652,1.28636706183
3436,dejó,889.0,584.0,511,293,804,2.22903560932e-06,48.3072755702,62.1118078482,1.28576507607
23541,entras,229.0,91.0,187,82,269,0.0420125174123,12.443606418,9.67838101744,1.28571156638
9184,segui,536.0,213.0,367,149,516,0.00186646998925,29.125646463,22.6537929309,1.28568520741
19360,meterme,204.0,134.0,179,114,293,0.0234723516369,11.0851341016,14.2516819378,1.28565715193
1541,rock,1833.0,1204.0,575,314,889,1.11333098137e-11,99.6031902364,128.052425769,1.28562574617
23282,sabías,169.0,111.0,119,72,191,0.0392672580101,9.18327285867,11.8054977246,1.28554360807
23281,cómodo,169.0,111.0,145,96,241,0.0392672580101,9.18327285867,11.8054977246,1.28554360807
13243,subió,390.0,155.0,282,128,410,0.00799559387573,21.1921681354,16.4851544803,1.28553045473
4259,pasala,1034.0,411.0,426,193,619,1.58372169596e-05,56.1864150051,43.7122483315,1.28537005416
17983,angelici,233.0,153.0,78,47,125,0.015605521638,12.6609619886,16.2724428095,1.28524537268
5755,pelado,565.0,371.0,341,225,566,0.000166543792302,30.70147435,39.4580149173,1.28521563712
23429,terapia,166.0,109.0,128,79,207,0.0412895310831,9.02025618071,11.5927860539,1.28519476849
13631,directv,265.0,174.0,154,114,268,0.00994036120842,14.3998065535,18.505915352,1.28515027499
12732,pito,410.0,163.0,284,119,403,0.006601714126,22.2789459885,17.3360011631,1.2851260091
15268,documento,332.0,132.0,243,104,347,0.0145402117922,18.0405123614,14.0389702671,1.28503102565
21865,encerio,254.0,101.0,130,54,184,0.0326423459437,13.8020787343,10.741939371,1.28487773554
21259,twit,259.0,103.0,127,60,187,0.0310464217947,14.0737731976,10.9546510417,1.28473039844
7686,golpe,626.0,249.0,422,177,599,0.000807637193706,34.016146802,26.4826030038,1.2844714244
10925,responsable,320.0,210.0,237,151,388,0.00470981626957,17.3884456496,22.3347254249,1.28445784488
7790,parecer,439.0,288.0,320,197,517,0.000947559870271,23.8547738755,30.6304805827,1.28403986316
18959,venido,218.0,143.0,185,121,306,0.0198956529262,11.8458785988,15.208884456,1.28389670122
19037,angelito,299.0,119.0,201,100,301,0.0208644230277,16.2473289038,12.6563444074,1.28372999192
1734,mirar,2324.0,925.0,946,429,1375,1.19451429531e-10,126.28358653,98.3791477048,1.28364180292
18789,negras,309.0,123.0,245,106,351,0.0189078725342,16.7907178304,13.0817677488,1.28352055722
3797,pelea,825.0,541.0,542,290,832,6.08752511595e-06,44.8295864403,57.5385069279,1.28349403813
12637,cocino,417.0,166.0,297,114,411,0.00640493167345,22.6593182371,17.6550686692,1.28344548875
12520,hará,302.0,198.0,204,124,328,0.0062497440198,16.4103455818,21.0584554006,1.28324265297
4086,gracioso,784.0,514.0,458,280,738,1.05657132214e-05,42.6016918414,54.6668993732,1.28320958653
12705,ganador,299.0,196.0,186,114,300,0.00655240491575,16.2473289038,20.8457437299,1.28302589634
5757,enamore,796.0,317.0,482,199,681,0.000169102494749,43.2537585533,33.714799808,1.28293090274
7776,supe,444.0,291.0,329,202,531,0.000930968057643,24.1264683388,30.9495480887,1.28280474598
2335,entradas,1790.0,713.0,596,246,842,1.7399696309e-08,97.2666178522,75.8317106092,1.2826641661
13567,migo,379.0,151.0,156,63,219,0.00956772900511,20.5944403162,16.0597311388,1.28236519891
4730,nadaaa,693.0,454.0,425,254,679,3.65455753923e-05,37.6568526098,48.2855492518,1.28225132759
10571,presidenta,342.0,224.0,190,112,302,0.00376534717301,18.583901288,23.8237071199,1.28195402842
23380,injusticia,171.0,112.0,139,92,231,0.0405007974523,9.29195064398,11.9118535599,1.28195402842
20179,tatuar,276.0,110.0,188,76,264,0.0272171447227,14.9975343727,11.6991418892,1.28193456535
6447,américa,530.0,347.0,266,167,433,0.000317531128715,28.7996131071,36.9054748687,1.28145731442
3132,queee,996.0,652.0,487,296,783,8.11074255581e-07,54.1215370843,69.3440046524,1.28126450925
24224,municipio,165.0,108.0,37,31,68,0.0447859315234,8.96591728805,11.4864302185,1.28112159074
3476,situación,906.0,593.0,522,307,829,2.58108103905e-06,49.2310367453,63.0690103664,1.28108231181
2670,osea,1597.0,637.0,573,263,836,1.18027217136e-07,86.7792115698,67.7486671221,1.28089917125
6604,out,717.0,286.0,318,138,456,0.000387456671539,38.9609860335,30.417768912,1.28086271371
19173,soltera,217.0,142.0,150,113,263,0.0215234974091,11.7915397061,15.1025286206,1.28079360262
14178,roberto,269.0,176.0,134,97,231,0.0105408328805,14.6171621242,18.7186270227,1.28059242031
21849,vencido,188.0,123.0,142,92,234,0.0325314725269,10.2157118191,13.0817677488,1.28055371769
13222,gomitas,292.0,191.0,193,125,318,0.00777429628567,15.8669566552,20.3139645531,1.28026848466
32694,sip,223.0,89.0,138,67,205,0.0482786054824,12.117573062,9.46566934673,1.28016018922
32693,poeta,223.0,89.0,157,65,222,0.0482786054824,12.117573062,9.46566934673,1.28016018922
21918,tn,258.0,103.0,132,55,187,0.033851053297,14.019434305,10.9546510417,1.27977004942
1972,gobierno,1534.0,1003.0,344,229,573,1.12743370025e-09,83.3558613326,106.674902863,1.2797528711
19876,paredes,208.0,136.0,163,107,270,0.0249278648621,11.3024896722,14.4643936085,1.27975287109
846,noches,4415.0,1763.0,1100,545,1645,1.77797458442e-18,239.906211071,187.505337733,1.27946336873
642,fiesta,4074.0,2663.0,1060,569,1629,3.64631074215e-23,221.376648676,283.225589554,1.27938331006
20230,novedades,202.0,132.0,80,64,144,0.0275030044707,10.9764563163,14.0389702671,1.27900752871
6572,alegra,528.0,345.0,381,255,636,0.000367363162928,28.6909353218,36.692763198,1.27889742131
5735,gritar,821.0,328.0,510,240,750,0.000160019144484,44.6122308697,34.8847139969,1.27884754548
13819,coldplay,274.0,179.0,144,89,233,0.0103426324169,14.8888565874,19.0376945288,1.27865389911
4904,cagando,946.0,378.0,577,264,841,5.12703162157e-05,51.4045924515,40.2025057648,1.27864150439
9203,here,558.0,223.0,211,120,331,0.00188111008561,30.3211021014,23.7173512845,1.27843542635
2811,temporada,1561.0,624.0,499,250,749,2.0564123922e-07,84.8230114343,66.3660412624,1.27810865046
24418,funcione,167.0,109.0,143,90,233,0.0461645639371,9.07459507336,11.5927860539,1.27749899144
23550,viajo,240.0,96.0,194,73,267,0.0421821787222,13.0413342372,10.2101601942,1.2772898749
6767,jornada,710.0,284.0,194,98,292,0.000474848294694,38.580613785,30.2050572412,1.2772898749
2318,dura,1855.0,742.0,922,395,1317,1.61678120144e-08,100.798645875,78.9160298345,1.2772898749
17982,borro,340.0,136.0,272,111,383,0.0155960180387,18.4752235027,14.4643936085,1.2772898749
21271,bizarro,270.0,108.0,192,80,272,0.0311646244278,14.6715010168,11.4864302185,1.2772898749
8028,autos,615.0,246.0,320,164,484,0.0011444817031,33.4184189827,26.1635354977,1.2772898749
14651,enojes,259.0,169.0,212,127,339,0.0131385014644,14.0737731976,17.9741361752,1.27713697832
10082,ascenso,368.0,240.0,150,68,218,0.00318354435449,19.996712497,25.5254004856,1.27647984585
1069,gorda,3712.0,1486.0,962,443,1405,1.62880780848e-15,201.705969535,158.04477134,1.27625841605
1783,mc,2378.0,952.0,689,302,991,1.82340594516e-10,129.217886733,101.250755259,1.27621652206
12525,gorra,437.0,175.0,279,123,402,0.00633688473398,23.7460960902,18.6122711874,1.27583011504
13454,amooor,402.0,161.0,228,104,332,0.00886446632353,21.8442348473,17.1232894924,1.2757031794
21151,romi,201.0,131.0,91,72,163,0.0297517171279,10.9221174236,13.9326144317,1.27563309305
14194,pelotudes,382.0,153.0,279,104,383,0.0107514660856,20.7574569942,16.2724428095,1.27562021494
6138,vender,580.0,378.0,399,244,643,0.000222912840067,31.5165577398,40.2025057648,1.27559951492
2960,pelota,1503.0,602.0,616,290,906,4.21079161032e-07,81.6713556603,64.0262128846,1.27559247972
329,hermano,6985.0,4552.0,1277,674,1951,1.44975860891e-37,379.557165194,484.131762543,1.27551738431
15414,olvidaste,347.0,139.0,280,118,398,0.0151068748827,18.8555957512,14.7834611146,1.27545204773
7554,cargador,669.0,268.0,407,182,589,0.000743138699927,36.3527191861,28.5033638755,1.2753834721
19283,proceso,221.0,144.0,164,107,271,0.0228158248173,12.0088952767,15.3152402913,1.27532466046
6973,españa,508.0,331.0,255,132,387,0.000557910900583,27.6041574687,35.203781503,1.27530722656
5642,robo,617.0,402.0,410,220,630,0.000143138083021,33.5270967681,42.7550458133,1.27523853643
19852,rie,297.0,119.0,229,95,324,0.024711363232,16.1386511185,12.6563444074,1.27514316923
4368,olvidado,777.0,506.0,534,310,844,2.06121667942e-05,42.2213195928,53.8160526904,1.27461797048
13431,despierte,409.0,164.0,307,135,442,0.00858915191337,22.2246070958,17.4423569985,1.27417453373
1812,enferma,2369.0,950.0,831,397,1228,2.56570668989e-10,128.728836699,101.038043589,1.27406303731
7626,bla,487.0,317.0,147,84,231,0.000767577849978,26.4630407229,33.714799808,1.2740334779
14393,pd,275.0,179.0,179,105,284,0.0114784224206,14.9431954801,19.0376945288,1.27400424857
24697,decidido,169.0,110.0,151,89,240,0.0475567132085,9.18327285867,11.6991418892,1.27396213412
14475,sentía,374.0,150.0,270,120,390,0.0120439868022,20.3227458529,15.9533753035,1.27388376856
13455,revancha,295.0,192.0,211,113,324,0.00887088485182,16.0299733332,20.4203203884,1.27388361565
9179,brillar,418.0,272.0,270,148,418,0.00185574645464,22.7136571297,28.928787217,1.27362965161
7501,horror,683.0,274.0,324,144,468,0.000699301946935,37.1134636833,29.1414988877,1.27356056139
9218,alemania,415.0,270.0,232,141,373,0.0019433331223,22.5506404518,28.7160755463,1.27340399079
2242,tengas,1959.0,786.0,713,375,1088,9.56535196063e-09,106.449890711,83.5956865902,1.27338975314
2815,clima,1600.0,642.0,655,316,971,2.16458071832e-07,86.9422282478,68.2804462989,1.27331077871
4833,deporte,724.0,471.0,367,213,580,4.284922142e-05,39.3413582821,50.0935984529,1.27330627717
19017,cruzo,319.0,128.0,241,114,355,0.0206214009284,17.3341067569,13.6135469256,1.27329834404
9718,fc,392.0,255.0,222,142,364,0.00261454639824,21.3008459207,27.1207380159,1.27322351971
8121,corazones,452.0,294.0,332,190,522,0.00123615202634,24.56117948,31.2686155948,1.2730909613
2583,llueve,1736.0,697.0,805,337,1142,7.13191943929e-08,94.3323176489,74.1300172435,1.27252523548
10592,way,363.0,236.0,199,119,318,0.00386609419997,19.7250180337,25.0999771441,1.27249450932
18790,tareas,240.0,156.0,152,97,249,0.0189372666548,13.0413342372,16.5915103156,1.27222491302
24166,comedor,244.0,98.0,145,74,219,0.0436829071926,13.2586898078,10.4228718649,1.27207644684
2886,corto,1571.0,631.0,816,385,1201,3.09281024828e-07,85.3664003608,67.1105321099,1.27202687383
1810,super,2400.0,964.0,821,372,1193,2.53403233828e-10,130.413342372,102.527025284,1.27198991691
9118,tire,585.0,235.0,424,167,591,0.00180081836144,31.7882522031,24.9936213088,1.27185459883
7728,vaso,667.0,268.0,451,199,650,0.000868455420107,36.2440414008,28.5033638755,1.2715706665
6644,iban,548.0,356.0,402,244,646,0.000404327507834,29.7777131749,37.8626773869,1.27151058124
22671,they,194.0,126.0,115,56,171,0.0355165787784,10.541745175,13.4008352549,1.27121601143
478,encima,7342.0,2951.0,1352,668,2020,2.56792249454e-28,398.956149872,313.856070137,1.27114364778
3756,tuvo,907.0,589.0,547,303,850,5.54168458352e-06,49.285375638,62.643587025,1.2710380354
7096,estúpida,709.0,285.0,401,183,584,0.000609142999565,38.5262748923,30.3114130766,1.27101546849
19299,why,228.0,148.0,133,78,211,0.0229948804495,12.3892675253,15.7406636328,1.27050801031
15212,injusto,265.0,172.0,214,125,339,0.0142880252879,14.3998065535,18.2932036813,1.27037843275
15211,vaaa,265.0,172.0,194,123,317,0.0142880252879,14.3998065535,18.2932036813,1.27037843275
21160,colón,208.0,135.0,97,52,149,0.0299883188414,11.3024896722,14.3580377731,1.27034292351
19767,alcanzar,225.0,146.0,181,118,299,0.0241427492361,12.2262508473,15.527951962,1.27005016958
3399,salida,1377.0,554.0,729,335,1064,1.9281368023e-06,74.8246551858,58.9211327875,1.26991202725
10594,subo,507.0,204.0,332,156,488,0.00388249646594,27.549818576,21.6965904127,1.26977640505
13468,vagos,415.0,167.0,227,98,325,0.00901754956318,22.5506404518,17.7614245045,1.26964143254
24611,magui,241.0,97.0,93,29,122,0.0467585751331,13.0956731298,10.3165160296,1.26938911278
7443,campeonato,708.0,285.0,289,130,419,0.000657889343646,38.4719359997,30.3114130766,1.26922278095
1465,nacional,2150.0,1394.0,561,331,892,3.76900560138e-12,116.828619208,148.260034487,1.26903866101
1307,vídeo,2386.0,1547.0,441,225,666,2.54385095472e-13,129.652597875,164.532477296,1.26902568859
22070,abrazame,199.0,129.0,153,89,242,0.0347697341619,10.8134396383,13.719902761,1.26878247994
20270,decidir,216.0,140.0,185,105,290,0.0279544679705,11.7372008135,14.8898169499,1.26860034062
10621,trompadas,509.0,205.0,298,122,420,0.00394376876523,27.6584963613,21.8029462481,1.26856691965
7467,vimos,710.0,286.0,455,206,661,0.000668001861916,38.580613785,30.417768912,1.26835777787
9225,tocando,429.0,278.0,276,127,403,0.00196984501652,23.3113849489,29.5669222291,1.26834687402
7487,mamita,517.0,335.0,312,162,474,0.000683317674623,28.0932075026,35.6292048444,1.2682498017
2735,tuya,1683.0,678.0,855,367,1222,1.63443476971e-07,91.4523563382,72.1092563717,1.26824711472
9780,trabajos,551.0,222.0,297,150,447,0.00274637888244,29.9407298528,23.6109954491,1.26808418211
898,mio,4533.0,1827.0,1235,552,1787,9.56588949307e-18,246.318200405,194.312111196,1.26764203677
21223,andrés,210.0,136.0,122,76,198,0.0308366970638,11.4111674575,14.4643936085,1.26756474851
1511,mundial,2117.0,1371.0,660,359,1019,7.09846254808e-12,115.03543575,145.813850274,1.26755594329
5963,maestro,846.0,341.0,371,168,539,0.000211519272212,45.970703186,36.2673398566,1.26755100781
19180,moria,325.0,131.0,226,100,326,0.0216656518093,17.6601401128,13.9326144317,1.26753957051
21840,sumate,207.0,134.0,83,41,124,0.0323915011292,11.2481507796,14.2516819378,1.26702443958
2346,jamás,1429.0,925.0,607,320,927,1.90694224156e-08,77.6502776038,98.3791477048,1.26695165479
20038,perfección,305.0,123.0,218,97,315,0.0264131355939,16.5733622597,13.0817677488,1.26690540437
1744,extrañaba,2559.0,1032.0,946,434,1380,1.26958496647e-10,139.053226304,109.759222088,1.26689332941
2635,aburrida,1284.0,831.0,641,372,1013,1.01875369016e-07,69.7711381689,88.3816991812,1.26673724266
21218,ogt,290.0,117.0,163,69,232,0.0306752320201,15.7582788699,12.4436327367,1.26637286742
4324,volviendo,1140.0,460.0,656,291,947,1.84653137772e-05,61.9463376266,48.923684264,1.26618300642
13283,tapada,436.0,176.0,286,126,412,0.00818422241786,23.6917571975,18.7186270227,1.26567814876
14628,mañanaaa,283.0,183.0,201,133,334,0.0127970338417,15.3779066213,19.4631178702,1.26565457507
14627,seremos,283.0,183.0,225,140,365,0.0127970338417,15.3779066213,19.4631178702,1.26565457507
23204,oscuridad,270.0,109.0,202,86,288,0.0375020580313,14.6715010168,11.5927860539,1.26557161916
21171,épocas,215.0,139.0,156,81,237,0.030177137303,11.6828619208,14.7834611146,1.26539723013
4376,gallina,826.0,534.0,457,215,672,2.15351748961e-05,44.8839253329,56.7940160804,1.26535314501
15415,extrañamos,369.0,149.0,276,117,393,0.0151074855878,20.0510513896,15.8470194681,1.26528849352
515,dias,7249.0,2928.0,1205,544,1749,5.40776233583e-27,393.902632855,311.409885924,1.26490086108
24164,gordos,255.0,103.0,192,80,272,0.0436558759704,13.856417627,10.9546510417,1.26488900233
2135,lista,1583.0,1023.0,749,398,1147,4.32946300513e-09,86.0184670727,108.80201957,1.264868153
2673,corte,1755.0,709.0,825,372,1197,1.22851844477e-07,95.3647566093,75.4062872677,1.2646791145
10570,dentista,387.0,250.0,215,140,355,0.00375865755648,21.0291514574,26.5889588391,1.26438572155
15313,masche,274.0,177.0,170,111,281,0.0147654444421,14.8888565874,18.8249828581,1.26436726337
21890,gordi,209.0,135.0,134,86,220,0.0332915797528,11.3568285649,14.3580377731,1.2642647277
558,sólo,5111.0,3301.0,1035,581,1616,6.82534793016e-26,277.726080359,351.080612512,1.26412547233
19119,millón,334.0,135.0,229,97,326,0.0212912306702,18.1491901467,14.3580377731,1.26404390583
279,d,8578.0,5539.0,930,491,1421,3.07008711275e-42,466.119021194,589.10497204,1.26385095921
4817,quedate,779.0,503.0,536,277,813,4.08419538622e-05,42.3299973781,53.4969851843,1.26380790215
7848,sh,685.0,277.0,333,131,464,0.000995474528801,37.2221414686,29.4605663937,1.26345641055
24161,rodando,189.0,122.0,152,93,245,0.0435959670852,10.2700507118,12.9754119135,1.26342238005
23234,chabón,272.0,110.0,106,46,152,0.0381132951902,14.7801788021,11.6991418892,1.26335580353
6200,necesitamos,626.0,404.0,404,234,638,0.000243445953725,34.016146802,42.967757484,1.26315769197
824,rato,4969.0,2010.0,1304,621,1925,8.31060949408e-19,270.009957602,213.775229067,1.26305540067
2113,toque,2207.0,893.0,933,414,1347,3.74770736502e-09,119.925936089,94.9757609733,1.26270044967
13366,santos,324.0,209.0,236,141,377,0.00844275854311,17.6058012202,22.2283695895,1.26255938662
19943,cuente,231.0,149.0,193,123,316,0.0261964150462,12.5522842033,15.8470194681,1.26248093267
851,hambre,4865.0,1969.0,1175,568,1743,2.25379375974e-18,264.358712766,209.414639817,1.26236977986
6369,entendí,614.0,396.0,439,260,699,0.000291287176795,33.3640800901,42.1169108012,1.2623429355
32685,alegrías,183.0,118.0,138,91,229,0.0481724424303,9.94401735584,12.5499885721,1.26206422646
8157,venís,487.0,314.0,337,201,538,0.00127199333361,26.4630407229,33.3957323019,1.26197637874
2414,full,1976.0,800.0,759,337,1096,2.62133301877e-08,107.373651886,85.0846682852,1.2619623964
4828,bonito,788.0,508.0,373,270,643,4.20242699277e-05,42.819047412,54.0287643611,1.26179276809
5625,violencia,681.0,439.0,330,192,522,0.000140665114555,37.004785898,46.6902117215,1.26173441052
12441,histérica,484.0,196.0,303,122,425,0.00593428310999,26.300024045,20.8457437299,1.26164959072
7397,valen,748.0,303.0,425,182,607,0.000634598435145,40.6454917058,32.225818113,1.26127105798
619,nose,6469.0,2621.0,721,302,1023,1.01438373193e-23,351.518296584,278.758644469,1.26101307909
21176,televisión,222.0,143.0,154,102,256,0.0303217254754,12.0632341694,15.208884456,1.26076342732
13030,papaaa,340.0,219.0,201,131,332,0.00736525501262,18.4752235027,23.2919279431,1.26071156539
19915,supieras,236.0,152.0,196,106,302,0.0256226255384,12.8239786666,16.1660869742,1.26061399465
3463,olvide,1426.0,578.0,770,333,1103,2.53061445245e-06,77.4872609259,61.473672836,1.26049505994
5628,recibir,688.0,443.0,462,278,740,0.00014119827677,37.3851581466,47.1156350629,1.26027646795
2834,coca,1724.0,699.0,722,316,1038,2.3684618185e-07,93.680250937,74.3427289142,1.26011315841
19779,licuado,328.0,133.0,218,100,318,0.0242435746101,17.8231567908,14.1453261024,1.26000324501
8529,resultados,480.0,309.0,276,161,437,0.00149459951812,26.0826684743,32.8639531252,1.25999198117
21917,pague,291.0,118.0,237,103,340,0.0338263226296,15.8126177626,12.5499885721,1.25997069015
12425,hey,362.0,233.0,189,126,315,0.00585454869624,19.6706791411,24.7809096381,1.25978922539
19911,lagrimas,323.0,131.0,231,95,326,0.025474028269,17.5514623275,13.9326144317,1.259739327
21895,responsabilidad,216.0,139.0,146,85,231,0.0334395939389,11.7372008135,14.7834611146,1.25953890962
14180,odiando,424.0,172.0,307,129,436,0.0105423797562,23.0396904857,18.2932036813,1.25946722548
4681,guerra,830.0,534.0,484,254,738,3.11764791932e-05,45.1012809035,56.7940160804,1.25925505757
4500,carrera,1151.0,467.0,463,245,708,2.54468185555e-05,62.5440654458,49.6681751115,1.25923824069
7756,milanesa,717.0,291.0,414,170,584,0.000902297885421,38.9609860335,30.9495480887,1.2588547633
948,banda,4533.0,1840.0,1099,522,1621,7.27668880453e-17,246.318200405,195.694737056,1.2586858702
13033,duerma,468.0,190.0,335,154,489,0.00739746137149,25.4306017625,20.2076087177,1.25846665569
3738,pases,1357.0,551.0,601,286,887,5.15887088697e-06,73.7378773327,58.6020652814,1.25828120525
10544,acostar,406.0,261.0,289,182,471,0.00370973701755,22.0615904179,27.758873028,1.25824441947
32687,camperas,256.0,104.0,192,83,275,0.0481881382364,13.9107565196,11.0610068771,1.25763926143
24387,tendremos,193.0,124.0,135,104,239,0.0460063063508,10.4874062824,13.1881235842,1.25752004157
2622,esperamos,1384.0,889.0,461,282,743,9.41106075012e-08,75.2050274343,94.5503376319,1.25723426821
19032,veamos,260.0,167.0,215,137,352,0.0207283632498,14.1281120903,17.7614245045,1.25716899689
12811,habría,355.0,228.0,216,143,359,0.00690172713525,19.2903068925,24.2491304613,1.25706296932
21944,previas,218.0,140.0,166,103,269,0.0343259904086,11.8458785988,14.8898169499,1.25696180538
10223,off,422.0,271.0,246,139,385,0.00324107717639,22.9310127004,28.8224313816,1.25691925421
2498,mata,1973.0,802.0,892,406,1298,4.44512473202e-08,107.210635208,85.2973799559,1.25690420108
23542,walking,273.0,111.0,149,51,200,0.0420212734044,14.8345176948,11.8054977246,1.25657706611
2046,dicho,1753.0,1125.0,861,509,1370,2.20753086886e-09,95.256078824,119.650314776,1.25609112041
22072,viejita,295.0,120.0,217,83,300,0.034880908635,16.0299733332,12.7627002428,1.25600171032
10814,dulzura,399.0,256.0,243,176,419,0.00436528057847,21.6812181693,27.2270938513,1.25579170131
13535,novelas,332.0,213.0,249,146,395,0.0093375964185,18.0405123614,22.6537929309,1.25571782425
9741,verlos,446.0,286.0,318,190,508,0.00264721671662,24.2351461241,30.417768912,1.25510977967
4263,disney,922.0,591.0,435,250,685,1.60433581523e-05,50.1004590278,62.8562986957,1.25460524545
12675,fuese,496.0,202.0,298,130,428,0.00647665063237,26.9520907568,21.483878742,1.25452629297
10847,común,401.0,257.0,285,174,459,0.00447208740681,21.7898959546,27.3334496866,1.25440937137
10812,pi,545.0,222.0,289,133,422,0.00434973692737,29.6146964969,23.6109954491,1.25427564292
2912,martin,1289.0,826.0,522,310,832,3.51472641211e-07,70.0428326321,87.8499200045,1.25423139961
14306,decirles,432.0,176.0,259,111,370,0.011177393283,23.4744016269,18.7186270227,1.25406642263
20272,estupido,324.0,132.0,220,98,318,0.0280068797011,17.6058012202,14.0389702671,1.25406642262
7704,bye,559.0,358.0,250,143,393,0.000823325929612,30.3754409941,38.0753890576,1.25349255226
12761,creí,367.0,235.0,257,150,407,0.00676640716702,19.9423736043,24.9936213088,1.25329220106
18671,talento,278.0,178.0,180,97,277,0.0184579207519,15.1062121581,18.9313386935,1.25321546496
15120,infarto,303.0,194.0,220,139,359,0.0139115919191,16.4646844744,20.6330320592,1.25316899278
14177,criticar,328.0,210.0,253,146,399,0.0105090700855,17.8231567908,22.3347254249,1.25312960476
9932,volando,596.0,243.0,403,185,588,0.00297063201371,32.3859800223,25.8444679916,1.253110725
10512,buzo,569.0,232.0,373,161,534,0.003704830749,30.9188299206,24.6745538027,1.25306541175
