,Palabra,cant central,cant guaranitica,Total central,Total guaranitica,Total central guaranitica,Pvalue,fnorm central,fnorm guaranitica,maxdif
29497,enteró,45.0,113.0,43,100,143,0.0226872538665,2.44525016947,3.64427843448,1.49034993637
28452,aguja,47.0,118.0,43,110,153,0.0199348870661,2.55392795478,3.80552969265,1.49006932068
28451,dorados,47.0,118.0,37,103,140,0.0199348870661,2.55392795478,3.80552969265,1.49006932068
7398,subi,237.0,268.0,176,219,395,6.72901962752e-06,12.8783175592,8.64306743753,1.49001701679
16615,peluca,107.0,121.0,89,106,195,0.00248805864654,5.81426151407,3.90228044754,1.48996505818
16614,vergonzoso,107.0,121.0,72,88,160,0.00248805864654,5.81426151407,3.90228044754,1.48996505818
16616,conchudo,107.0,121.0,85,105,190,0.00248805864654,5.81426151407,3.90228044754,1.48996505818
20921,gordooo,84.0,95.0,68,85,153,0.00737451896043,4.56446698301,3.0637739051,1.48981848021
27153,codigo,49.0,123.0,44,91,135,0.0175263631049,2.66260574009,3.96678095081,1.48981161239
628,demás,1582.0,3971.0,761,1733,2494,1.6286119237e-41,85.96412818,128.065749233,1.48975801819
2396,deci,687.0,777.0,429,522,951,1.83050212197e-14,37.3308192539,25.0584455185,1.4897500017
12195,guapo,145.0,164.0,69,121,190,0.000431893301496,7.87913943496,5.28904126774,1.48971033428
12196,putisima,145.0,164.0,108,112,220,0.000431893301496,7.87913943496,5.28904126774,1.48971033428
13160,choclo,102.0,256.0,81,196,277,0.000612893424717,5.5425670508,8.25606441794,1.48957411652
29471,tostado,61.0,69.0,49,61,110,0.0224643123269,3.31467245195,2.22526736265,1.48956143769
9688,cansaste,183.0,207.0,147,186,333,7.70855451018e-05,9.94401735584,6.67580208795,1.48956143769
2007,bomba,808.0,914.0,472,606,1078,9.87238816148e-17,43.9058252651,29.4767299922,1.48950800434
10962,masoquista,160.0,181.0,129,157,286,0.000219246236831,8.69422282478,5.8372955455,1.48942652586
12313,space,106.0,266.0,81,182,263,0.000481235861494,5.75992262142,8.57856693427,1.48935454486
17771,seguiría,99.0,112.0,87,106,193,0.00365244421286,5.37955037283,3.61202818285,1.48934341054
1935,supero,837.0,947.0,436,637,1073,2.91221052822e-17,45.4816531521,30.5409882961,1.48920043815
4686,mii,273.0,685.0,130,329,459,2.13351089969e-08,14.8345176948,22.0914223683,1.48919046934
25270,olvidarlo,55.0,138.0,48,119,167,0.0119465798935,2.98863909602,4.4505347253,1.48915094205
25269,airbag,55.0,138.0,42,85,127,0.0119465798935,2.98863909602,4.4505347253,1.48915094205
15876,emanuel,114.0,129.0,58,92,150,0.00182412048743,6.19463376266,4.1602824606,1.48899355304
11703,nerviosss,114.0,286.0,93,223,316,0.000297159195378,6.19463376266,9.22357196692,1.48896162716
11704,desapareció,114.0,286.0,104,189,293,0.000297159195378,6.19463376266,9.22357196692,1.48896162716
2677,vecina,464.0,1164.0,287,692,979,2.92881522046e-13,25.2132461919,37.5392929003,1.48887186579
22257,fuga,59.0,148.0,49,103,152,0.00927348182203,3.20599466664,4.77303724162,1.48878514718
720,miro,1424.0,3572.0,734,1768,2502,2.06400030714e-37,77.3785831405,115.197898832,1.48875689056
4256,humilde,303.0,760.0,225,540,765,3.75122415309e-09,16.4646844744,24.5101912408,1.48865235036
19811,villeros,91.0,103.0,74,84,158,0.00537521972025,4.94483923159,3.32177591816,1.48861312545
10658,lluvioso,124.0,311.0,102,246,348,0.000163087703523,6.7380226892,10.0298282577,1.48854177558
7029,than,187.0,469.0,99,218,317,3.66054320223e-06,10.1613729265,15.1253680157,1.48851618035
476,negra,2720.0,3079.0,908,1351,2259,2.77333951747e-52,147.801788021,99.2985247767,1.48845905167
11186,mueva,159.0,180.0,113,141,254,0.000235098727122,8.63988393213,5.80504529387,1.48834048569
36150,positivismo,53.0,60.0,47,55,102,0.0337143688808,2.87996131071,1.93501509796,1.48834048569
36151,jajajajajaajaja,53.0,60.0,47,57,104,0.0337143688808,2.87996131071,1.93501509796,1.48834048569
36152,amm,53.0,60.0,41,38,79,0.0337143688808,2.87996131071,1.93501509796,1.48834048569
36149,verdeee,53.0,60.0,20,38,58,0.0337143688808,2.87996131071,1.93501509796,1.48834048569
20510,comooo,65.0,163.0,48,117,165,0.00636023685828,3.53202802257,5.25679101611,1.48832086906
7306,emmm,242.0,274.0,139,185,324,5.73127483367e-06,13.1500120225,8.83656894733,1.48813550835
14528,olimpo,121.0,137.0,79,105,184,0.0013390525002,6.57500601124,4.41828447366,1.48813550835
18711,patrón,73.0,183.0,64,134,198,0.0038642499836,3.96673916381,5.90179604876,1.4878205511
17183,huellas,77.0,193.0,66,168,234,0.00301702025492,4.18409473443,6.22429856509,1.48760937793
955,jaj,1157.0,2900.0,327,638,965,1.35782491224e-30,62.8700988017,93.5257297345,1.48760271603
14010,patinar,128.0,145.0,66,75,141,0.000984101875582,6.95537825982,4.67628648673,1.48737214445
16218,remarla,83.0,208.0,73,182,255,0.00208509213684,4.51012809035,6.70805233958,1.48733078201
12352,chupan,143.0,162.0,127,147,274,0.000497004416188,7.77046164965,5.22454076448,1.48730041547
2776,recuerda,451.0,1130.0,315,713,1028,7.4486859171e-13,24.5068405873,36.4427843448,1.48704539106
3318,pfff,518.0,587.0,268,393,661,3.51253368221e-11,28.1475463952,18.9308977083,1.48685745541
20294,perfeccion,90.0,102.0,67,88,155,0.00577972428949,4.89050033894,3.28952566652,1.48668860946
25037,pitt,75.0,85.0,66,73,139,0.0117506886408,4.07541694912,2.74127138877,1.48668860946
11906,pichi,150.0,170.0,110,106,216,0.000366390173421,8.15083389823,5.48254277754,1.48668860946
29714,unfollow,60.0,68.0,44,50,94,0.0242246108016,3.26033355929,2.19301711102,1.48668860945
10440,sabrina,172.0,195.0,66,88,154,0.000137558970162,9.34628953664,6.28879906835,1.48618033985
2921,maldad,431.0,1079.0,309,710,1019,2.66087407068e-12,23.4200627343,34.7980215116,1.48582102048
10144,vamoos,179.0,203.0,87,131,218,0.000101709387813,9.72666178522,6.54680108142,1.48571213089
36900,trinidad,52.0,59.0,30,42,72,0.0363997253995,2.82562241805,1.90276484632,1.48500873532
36901,kitty,52.0,59.0,31,46,77,0.0363997253995,2.82562241805,1.90276484632,1.48500873532
2343,joven,528.0,1321.0,291,576,867,1.088049829e-14,28.6909353218,42.6025824066,1.4848795248
3508,hogar,369.0,923.0,208,475,683,1.06734884797e-10,20.0510513896,29.7669822569,1.48455967114
5398,bon,326.0,370.0,157,188,345,1.64669403343e-07,17.7144790055,11.9325931041,1.48454563488
3414,wtf,379.0,948.0,206,492,698,5.99952575174e-11,20.5944403162,30.5732385477,1.48453845204
16465,ajjajajaja,111.0,126.0,72,94,166,0.00225918889635,6.03161708469,4.06353170571,1.48432878627
29503,cívico,46.0,115.0,31,69,100,0.0228183973073,2.49958906212,3.70877893775,1.48375546763
29504,conservando,46.0,115.0,36,98,134,0.0228183973073,2.49958906212,3.70877893775,1.48375546763
26606,identificado,52.0,130.0,49,117,166,0.0155043862346,2.82562241805,4.19253271224,1.48375546763
24433,completito,58.0,145.0,48,118,166,0.0105820914084,3.15165577398,4.67628648673,1.48375546763
35382,semanaa,42.0,105.0,39,89,128,0.0296125813985,2.2822334915,3.38627642142,1.48375546763
35381,créeme,42.0,105.0,34,88,122,0.0296125813985,2.2822334915,3.38627642142,1.48375546763
28458,dara,48.0,120.0,46,94,140,0.020049325347,2.60826684743,3.87003019591,1.48375546763
20526,asegurar,66.0,165.0,57,146,203,0.00639513015772,3.58636691522,5.32129151938,1.48375546763
20525,fuí,66.0,165.0,52,104,156,0.00639513015772,3.58636691522,5.32129151938,1.48375546763
18718,andabas,74.0,185.0,67,163,230,0.00388516009883,4.02107805646,5.96629655203,1.48375546763
16516,swift,82.0,205.0,53,85,138,0.00237044207027,4.4557891977,6.61130158468,1.48375546763
11191,doctora,120.0,300.0,99,247,346,0.000236153271659,6.52066711859,9.67507548978,1.48375546763
11838,apruebe,114.0,285.0,98,246,344,0.000338726513972,6.19463376266,9.19132171529,1.48375546763
13201,turn,104.0,260.0,83,178,261,0.000619483144776,5.65124483611,8.38506542447,1.48375546763
36155,acercarse,40.0,100.0,37,83,120,0.033769699186,2.1735557062,3.22502516326,1.48375546762
36156,pain,40.0,100.0,36,68,104,0.033769699186,2.1735557062,3.22502516326,1.48375546762
36154,pretendas,40.0,100.0,34,88,122,0.033769699186,2.1735557062,3.22502516326,1.48375546762
39279,instancia,36.0,90.0,31,62,93,0.044022660798,1.95620013558,2.90252264693,1.48375546762
33588,golpeo,59.0,67.0,55,63,118,0.0261245034822,3.20599466664,2.16076685938,1.48373002516
22235,séptimo,81.0,92.0,55,79,134,0.00918315906857,4.40145030504,2.9670231502,1.4834566777
22236,armada,81.0,92.0,70,75,145,0.00918315906857,4.40145030504,2.9670231502,1.4834566777
14438,pañuelo,125.0,142.0,98,131,229,0.00121653685501,6.79236158186,4.57953573183,1.48319873009
9255,moni,198.0,225.0,101,160,261,4.73357424812e-05,10.7591007457,7.25630661733,1.4827241065
13782,lucky,132.0,150.0,57,93,150,0.000894274695653,7.17273383044,4.83753774489,1.4827241065
986,baja,1524.0,1732.0,728,1096,1824,1.5617009036e-29,82.812472406,55.8574358276,1.48256845627
8850,impresentable,205.0,233.0,113,152,265,3.50635352682e-05,11.1394729942,7.51430863039,1.48243485091
7589,magui,241.0,274.0,93,132,225,7.35075687328e-06,13.0956731298,8.83656894733,1.48198618806
14505,air,124.0,141.0,87,111,198,0.00130560322046,6.7380226892,4.54728548019,1.48176812706
767,piernas,1874.0,2131.0,834,1204,2038,7.77270940333e-36,101.831084835,68.725286229,1.48171205131
10419,cai,175.0,199.0,138,169,307,0.000134164113805,9.5093062146,6.41780007489,1.4817080781
37530,guzman,51.0,58.0,38,45,83,0.0393027274021,2.7712835254,1.87051459469,1.48156209701
37529,respondio,51.0,58.0,44,49,93,0.0393027274021,2.7712835254,1.87051459469,1.48156209701
11511,capitulos,160.0,182.0,113,150,263,0.000263595272282,8.69422282478,5.86954579713,1.48124286364
11977,títulos,113.0,282.0,82,200,282,0.00038398925118,6.14029487,9.09457096039,1.48112935176
5772,malisimo,312.0,355.0,206,244,450,3.54772585844e-07,16.9537345083,11.4488393296,1.48082561212
34392,act,58.0,66.0,39,55,94,0.028175222037,3.15165577398,2.12851660775,1.48068178679
34391,ap,58.0,66.0,46,48,94,0.028175222037,3.15165577398,2.12851660775,1.48068178679
34394,ruggeri,58.0,66.0,46,60,106,0.028175222037,3.15165577398,2.12851660775,1.48068178679
34393,rarísimo,58.0,66.0,53,58,111,0.028175222037,3.15165577398,2.12851660775,1.48068178679
20863,cobraron,87.0,99.0,72,86,158,0.00718559464339,4.72748366097,3.19277491163,1.48068178679
14836,empleo,91.0,227.0,50,102,152,0.00145868998387,4.94483923159,7.3208071206,1.4804944666
501,puse,2670.0,3039.0,1053,1554,2607,4.17404239325e-50,145.084843389,98.0085147114,1.4803289675
2513,besitos,506.0,1262.0,275,494,769,6.29818832307e-14,27.4954796834,40.6998175603,1.48023667995
19723,haciéndose,94.0,107.0,81,95,176,0.00523742973644,5.10785590956,3.45077692469,1.48020460929
19722,laucha,94.0,107.0,46,59,105,0.00523742973644,5.10785590956,3.45077692469,1.48020460929
17198,irresponsable,79.0,197.0,74,168,242,0.00304849774977,4.29277251974,6.35329957162,1.47999912467
17199,paulo,79.0,197.0,53,133,186,0.00304849774977,4.29277251974,6.35329957162,1.47999912467
28497,evitarlo,65.0,74.0,58,67,125,0.0202883487884,3.53202802257,2.38651862081,1.47999181392
28496,covers,65.0,74.0,49,64,113,0.0202883487884,3.53202802257,2.38651862081,1.47999181392
28495,tobi,65.0,74.0,33,48,81,0.0202883487884,3.53202802257,2.38651862081,1.47999181392
1095,cantando,1405.0,1600.0,733,1028,1761,4.1082498386e-27,76.3461441801,51.6004026121,1.4795648932
25854,diseños,72.0,82.0,26,55,81,0.014662933498,3.91240027115,2.64452063387,1.4794364699
25853,echando,72.0,82.0,59,75,134,0.014662933498,3.91240027115,2.64452063387,1.4794364699
16826,ajenas,108.0,123.0,91,112,203,0.00279788432682,5.86860040673,3.96678095081,1.4794364699
20529,batata,67.0,167.0,57,146,203,0.00642751754674,3.64070580788,5.38579202264,1.47932634683
12046,irnos,151.0,172.0,130,153,283,0.000410737058244,8.20517279089,5.54704328081,1.47919754282
21849,aparentar,63.0,157.0,59,138,197,0.00826216001937,3.42335023726,5.06328950632,1.47904513281
21848,fallecimiento,63.0,157.0,30,61,91,0.00826216001937,3.42335023726,5.06328950632,1.47904513281
10940,every,124.0,309.0,86,188,274,0.000211477431796,6.7380226892,9.96532775447,1.47896915967
22271,alemana,61.0,152.0,38,81,119,0.00937242975554,3.31467245195,4.90203824815,1.4788906956
22270,somebody,61.0,152.0,52,122,174,0.00937242975554,3.31467245195,4.90203824815,1.4788906956
15492,admitilo,122.0,139.0,98,113,211,0.00150372459298,6.62934490389,4.48278497693,1.47884516835
7607,reventar,181.0,451.0,141,338,479,7.63882490055e-06,9.83533957053,14.5448634863,1.47883694122
24758,resultó,59.0,147.0,53,113,166,0.0106360085679,3.20599466664,4.74078698999,1.47872578807
4688,vela,380.0,433.0,208,311,519,2.14159378353e-08,20.6487792089,13.9643589569,1.47867720048
5820,dejarte,232.0,578.0,179,465,644,4.0923701221e-07,12.6066230959,18.6406454436,1.47863906946
12335,capos,110.0,274.0,87,219,306,0.000491109741124,5.97727819204,8.83656894733,1.4783599932
2326,seguridad,544.0,1355.0,301,651,952,9.14709583669e-15,29.5603576043,43.6990909622,1.47830048429
4119,números,324.0,807.0,242,550,792,2.21812318382e-09,17.6058012202,26.0259530675,1.478260077
26615,corrida,53.0,132.0,45,109,154,0.0155838036899,2.87996131071,4.2570332155,1.47815639039
26613,conducción,53.0,132.0,36,77,113,0.0155838036899,2.87996131071,4.2570332155,1.47815639039
26612,rajar,53.0,132.0,46,114,160,0.0155838036899,2.87996131071,4.2570332155,1.47815639039
26614,cristóbal,53.0,132.0,31,61,92,0.0155838036899,2.87996131071,4.2570332155,1.47815639039
9546,tws,193.0,220.0,108,153,261,6.67604977656e-05,10.4874062824,7.09505535917,1.47812888716
4241,infeliz,316.0,787.0,206,507,713,3.52330248323e-09,17.1710900789,25.3809480348,1.47812095319
586,huevos,2351.0,2680.0,867,1273,2140,5.0204647688e-44,127.750736632,86.4306743753,1.4780717327
6564,caminos,208.0,518.0,155,348,503,1.66564215062e-06,11.3024896722,16.7056303457,1.47804871583
39123,monsters,50.0,57.0,39,45,84,0.0424414122823,2.71694463274,1.83826434306,1.47799452402
27182,mandato,51.0,127.0,42,87,129,0.0177167915058,2.7712835254,4.09578195734,1.47793681873
27181,marito,51.0,127.0,35,87,122,0.0177167915058,2.7712835254,4.09578195734,1.47793681873
2750,pas,472.0,1175.0,251,543,794,5.66338055397e-13,25.6479573331,37.8940456683,1.47746836819
14840,durmiendooo,92.0,229.0,76,184,260,0.00146555171651,4.99917812425,7.38530762386,1.4773043569
29358,nov,64.0,73.0,33,48,81,0.0218611504235,3.47768912991,2.35426836918,1.47718466401
1855,arranca,903.0,1030.0,440,550,990,7.17593863569e-18,49.0680200674,33.2177591816,1.47716225526
33587,viajas,45.0,112.0,38,97,135,0.0261200743038,2.44525016947,3.61202818285,1.47716099888
33586,afrontar,45.0,112.0,42,99,141,0.0261200743038,2.44525016947,3.61202818285,1.47716099888
13753,cerramos,135.0,154.0,93,120,213,0.000871092722861,7.33575050841,4.96653875142,1.47703478732
15920,profesión,88.0,219.0,61,168,229,0.00187215331345,4.78182255363,7.06280510754,1.47701112459
35404,sostiene,43.0,107.0,37,85,122,0.0297659034328,2.33657238416,3.45077692469,1.47685427941
16247,ahrre,86.0,214.0,34,79,113,0.00211661820529,4.67314476832,6.90155384937,1.4768542794
4682,fruta,383.0,437.0,270,351,621,2.08763063657e-08,20.8117958868,14.0933599634,1.4767093114
16524,indicado,84.0,209.0,75,182,257,0.00239351400249,4.56446698301,6.74030259121,1.4766899654
10946,conductor,125.0,311.0,91,194,285,0.000212432992353,6.79236158186,10.0298282577,1.47663344138
2001,divino,843.0,962.0,408,552,960,9.40600214991e-17,45.8076865081,31.0247420706,1.47648887471
11746,wi,119.0,296.0,80,190,270,0.000304595670579,6.46632822593,9.54607448325,1.47627434762
11843,ventaja,117.0,291.0,100,209,309,0.000343551401923,6.35765044062,9.38482322508,1.47614646523
37431,vooosss,39.0,97.0,35,73,108,0.0387410264642,2.11921681354,3.12827440836,1.47614646523
17708,princesas,78.0,194.0,68,146,214,0.00346587100354,4.23843362708,6.25654881672,1.47614646523
37432,esperandote,39.0,97.0,39,89,128,0.0387410264642,2.11921681354,3.12827440836,1.47614646523
17707,retomar,78.0,194.0,63,163,226,0.00346587100354,4.23843362708,6.25654881672,1.47614646523
18731,clip,76.0,189.0,56,116,172,0.00392300422844,4.12975584177,6.09529755856,1.47594622832
9317,hoyy,150.0,373.0,105,244,349,5.09338209107e-05,8.15083389823,12.029343859,1.47584210514
289,mates,3099.0,7706.0,788,1768,2556,9.91845819253e-76,168.396228337,248.520439081,1.4758076326
39337,concentracion,37.0,92.0,32,49,81,0.0442523938519,2.01053902823,2.9670231502,1.4757351678
39336,ojooo,37.0,92.0,34,70,104,0.0442523938519,2.01053902823,2.9670231502,1.4757351678
6095,pin,303.0,346.0,147,146,293,6.50908061396e-07,16.4646844744,11.1585870649,1.47551696094
19489,raul,72.0,179.0,50,121,171,0.00503019202572,3.91240027115,5.77279504223,1.4755123817
19490,sanción,72.0,179.0,51,122,173,0.00503019202572,3.91240027115,5.77279504223,1.4755123817
9447,ss,197.0,225.0,93,135,228,6.07094799498e-05,10.704761853,7.25630661733,1.47523560091
2855,telefono,612.0,699.0,343,420,763,1.57629000781e-12,33.2554023048,22.5429258912,1.4752034614
8357,mias,225.0,257.0,186,225,411,1.82946093589e-05,12.2262508473,8.28831466958,1.47511904829
20539,inter,68.0,169.0,59,113,172,0.00645746129186,3.69504470053,5.45029252591,1.47502749429
20540,msn,68.0,169.0,54,108,162,0.00645746129186,3.69504470053,5.45029252591,1.47502749429
14091,fiscales,99.0,246.0,51,106,157,0.00102098778692,5.37955037283,7.93356190162,1.47476301025
20911,simsimi,66.0,164.0,53,127,180,0.00731997163616,3.58636691522,5.28904126774,1.47476301025
1535,jajajajajajaj,1080.0,1234.0,469,647,1116,6.57416948546e-21,58.6860040673,39.7968105146,1.47464088977
4192,oportunidades,324.0,805.0,231,562,793,2.84311666945e-09,17.6058012202,25.9614525642,1.47459648326
8728,pls,159.0,395.0,71,126,197,3.18160381792e-05,8.63988393213,12.7388493949,1.47442367224
8864,diasss,157.0,390.0,102,248,350,3.58216828903e-05,8.53120614682,12.5775981367,1.47430479586
16663,engancho,112.0,128.0,95,120,215,0.00253574724151,6.08595597735,4.12803220897,1.47429953771
1478,puesto,1120.0,1280.0,649,824,1473,1.33171480173e-21,60.8595597735,41.2803220897,1.47429953771
25386,jajaajajaj,77.0,88.0,52,67,119,0.0123056453433,4.18409473443,2.83802214367,1.47429953771
10293,puteando,182.0,208.0,137,185,322,0.000118821301804,9.88967846319,6.70805233958,1.47429953771
14716,formula,126.0,144.0,70,110,180,0.00136392025659,6.84670047451,4.64403623509,1.47429953771
29606,producir,63.0,72.0,47,62,109,0.0235569187038,3.42335023726,2.32201811755,1.47429953771
29605,cambiada,63.0,72.0,57,67,124,0.0235569187038,3.42335023726,2.32201811755,1.47429953771
12025,amigosss,154.0,176.0,102,134,236,0.000399907733425,8.36818946885,5.67604428734,1.47429953771
26991,módulo,70.0,80.0,55,61,116,0.016997550776,3.80372248584,2.58002013061,1.47429953771
26992,wat,70.0,80.0,30,51,81,0.016997550776,3.80372248584,2.58002013061,1.47429953771
36062,supuse,56.0,64.0,46,63,109,0.0327787372037,3.04297798867,2.06401610449,1.47429953771
391,cago,3409.0,3896.0,1028,1551,2579,2.67811704122e-62,185.24128506,125.646980361,1.4742995377
7420,enseña,186.0,462.0,162,375,537,6.87846212617e-06,10.1070340338,14.8996162543,1.47418285171
15701,costaba,91.0,226.0,81,200,281,0.0016635647969,4.94483923159,7.28855686896,1.47397246454
46,jaja,38586.0,95826.0,1410,3012,4422,0.0,2096.72051198,3090.41261294,1.47392682777
6619,reencuentro,209.0,519.0,159,376,535,1.89678950339e-06,11.3568285649,16.7378805973,1.47381643578
25325,anhelo,58.0,144.0,51,121,172,0.0121307011351,3.15165577398,4.64403623509,1.4735226713
9880,satisfacción,141.0,350.0,117,254,371,9.27544513427e-05,7.66178386434,11.2875880714,1.4732323792
11183,retwitteados,167.0,191.0,6,10,16,0.000233244717367,9.07459507336,6.15979806182,1.47319684546
25600,todooos,56.0,139.0,44,111,155,0.01377767104,3.04297798867,4.48278497693,1.47315721429
25601,lancha,56.0,139.0,52,120,172,0.01377767104,3.04297798867,4.48278497693,1.47315721429
5498,conexión,249.0,618.0,198,428,626,2.07566325264e-07,13.5303842711,19.9306555089,1.47302952448
16767,desesperado,111.0,127.0,99,114,213,0.0027220511521,6.03161708469,4.09578195734,1.47264115803
9390,naza,201.0,230.0,72,110,182,5.51857839514e-05,10.9221174236,7.4175578755,1.47246810971
9185,ocurrió,154.0,382.0,136,256,392,4.56038689195e-05,8.36818946885,12.3195961236,1.4721937367
2190,mono,782.0,895.0,413,481,894,1.86043741539e-15,42.4930140561,28.8639752112,1.47218162936
11468,llamame,166.0,190.0,118,153,271,0.000249916815299,9.02025618071,6.12754781019,1.47208254593
25546,cachetona,76.0,87.0,49,65,114,0.0132403672953,4.12975584177,2.80577189204,1.47187868461
9522,sres,148.0,367.0,89,205,294,6.51444364929e-05,8.04215611292,11.8358423492,1.47172501789
11582,jodida,123.0,305.0,103,256,359,0.000272359016673,6.68368379655,9.83632674794,1.47169241504
27293,habemus,69.0,79.0,51,69,120,0.0183015258596,3.74938359319,2.54776987897,1.47163353494
152,hermano,6985.0,7998.0,1277,2088,3365,1.45381984957e-124,379.557165194,257.937512557,1.47150820147
29517,mejoor,48.0,119.0,42,88,130,0.0230406042807,2.60826684743,3.83777994428,1.47139083873
33471,acero,62.0,71.0,57,58,115,0.0253853594662,3.3690113446,2.28976786591,1.47133314025
11847,vice,119.0,295.0,74,162,236,0.00034642430633,6.46632822593,9.51382423161,1.47128693429
7360,volverá,190.0,471.0,140,369,509,6.16350686149e-06,10.3243896044,15.1898685189,1.47126068474
4128,belén,332.0,823.0,132,353,485,2.2917994481e-09,18.0405123614,26.5419570936,1.4712418673
36643,panico,55.0,63.0,41,53,94,0.0353589076485,2.98863909602,2.03176585285,1.47095645486
33629,heard,46.0,114.0,31,47,78,0.0262387638013,2.49958906212,3.67652868612,1.47085324617
33630,dulceee,46.0,114.0,38,101,139,0.0262387638013,2.49958906212,3.67652868612,1.47085324617
4931,negrito,371.0,425.0,224,285,509,4.65489071841e-08,20.159729175,13.7063569439,1.47083059762
19913,tenedor,96.0,110.0,80,102,182,0.00547258392979,5.21653369487,3.54752767958,1.47047018827
40874,conseguis,48.0,55.0,46,53,99,0.0495058049068,2.60826684743,1.77376383979,1.47047018826
40873,gemelo,48.0,55.0,44,51,95,0.0495058049068,2.60826684743,1.77376383979,1.47047018826
35524,nigeria,44.0,109.0,35,91,126,0.0299005937576,2.39091127681,3.51527742795,1.47026678156
35525,exigir,44.0,109.0,37,85,122,0.0299005937576,2.39091127681,3.51527742795,1.47026678156
21041,confundí,89.0,102.0,83,100,183,0.00751055132123,4.83616144628,3.28952566652,1.47016984713
8092,vera,174.0,431.0,101,225,326,1.58291612763e-05,9.45496732195,13.8998584536,1.47011173918
21862,estimado,65.0,161.0,35,90,125,0.00833565659859,3.53202802257,5.19229051285,1.47005926331
13371,bautismo,107.0,265.0,82,165,247,0.000715042642571,5.81426151407,8.54631668264,1.4698885941
7672,preferida,246.0,282.0,182,230,412,8.91389266355e-06,13.3673675931,9.09457096039,1.4698183841
36290,gustarme,42.0,104.0,36,93,129,0.0340978495982,2.2822334915,3.35402616979,1.46962446318
16776,anses,84.0,208.0,47,129,176,0.00273009184681,4.56446698301,6.70805233958,1.46962446317
23920,estudiaaar,63.0,156.0,56,127,183,0.00945553349334,3.42335023726,5.03103925468,1.46962446317
23919,levantes,63.0,156.0,59,136,195,0.00945553349334,3.42335023726,5.03103925468,1.46962446317
11994,bandaaa,157.0,180.0,118,102,220,0.000388982241685,8.53120614682,5.80504529387,1.46961922172
25695,cruzado,75.0,86.0,69,78,147,0.0142463137106,4.07541694912,2.7735216404,1.46940153261
25697,vigilante,75.0,86.0,60,64,124,0.0142463137106,4.07541694912,2.7735216404,1.46940153261
25696,bajes,75.0,86.0,68,83,151,0.0142463137106,4.07541694912,2.7735216404,1.46940153261
4805,justamente,286.0,708.0,215,556,771,3.29037380282e-08,15.5409232993,22.8331781559,1.46922919032
3156,cagan,572.0,656.0,417,526,943,1.322119824e-11,31.0818465986,21.156165071,1.46916260552
24783,antigua,61.0,151.0,53,117,170,0.0107299851163,3.31467245195,4.86978799652,1.46916115155
1625,proyecto,787.0,1948.0,302,678,980,5.06891315056e-20,42.7647085194,62.8234901803,1.46904988612
228,luz,3961.0,9804.0,1202,2495,3697,6.82043952203e-94,215.236353806,316.181467006,1.46899657709
37446,informatica,40.0,99.0,24,70,94,0.0389145394401,2.1735557062,3.19277491163,1.46891791295
37445,enseñarle,40.0,99.0,37,95,132,0.0389145394401,2.1735557062,3.19277491163,1.46891791295
28256,narnia,68.0,78.0,54,62,116,0.0197060873383,3.69504470053,2.51551962734,1.46889917311
28257,bebota,68.0,78.0,37,63,100,0.0197060873383,3.69504470053,2.51551962734,1.46889917311
28255,atajo,68.0,78.0,64,73,137,0.0197060873383,3.69504470053,2.51551962734,1.46889917311
11751,pretendo,163.0,187.0,129,172,301,0.000307391080599,8.85723950274,6.03079705529,1.46866814146
25373,juliana,59.0,146.0,45,94,139,0.0121811760973,3.20599466664,4.70853673836,1.46866642897
20323,candadito,95.0,109.0,80,92,172,0.00587899777527,5.16219480221,3.51527742795,1.46850281607
20324,cagados,95.0,109.0,81,96,177,0.00587899777527,5.16219480221,3.51527742795,1.46850281607
34081,tatu,61.0,70.0,34,46,80,0.0273569522658,3.31467245195,2.25751761428,1.46828198858
12606,hablado,149.0,171.0,133,151,284,0.000565695602989,8.09649500558,5.51479302917,1.4681412272
19229,unidas,76.0,188.0,66,120,186,0.00447850295936,4.12975584177,6.06304730693,1.46813698902
39348,agente,38.0,94.0,29,76,105,0.0444493401361,2.06487792089,3.03152365346,1.46813698902
39347,recibida,38.0,94.0,34,80,114,0.0444493401361,2.06487792089,3.03152365346,1.46813698902
39346,mentirle,38.0,94.0,34,87,121,0.0444493401361,2.06487792089,3.03152365346,1.46813698902
26648,obispo,55.0,136.0,39,73,112,0.015719768853,2.98863909602,4.38603422203,1.46756904434
26649,circunstancias,55.0,136.0,48,106,154,0.015719768853,2.98863909602,4.38603422203,1.46756904434
37148,runner,54.0,62.0,37,41,78,0.0381448252473,2.93430020336,1.99951560122,1.46750553062
15931,naciste,91.0,225.0,82,200,282,0.00189534823454,4.94483923159,7.25630661733,1.46745046249
1747,humo,743.0,1837.0,446,933,1379,7.01762247973e-19,40.3737972426,59.2437122491,1.46738023905
20292,oculta,72.0,178.0,66,160,226,0.00574529555637,3.91240027115,5.7405447906,1.46726929576
52,q,58851.0,67589.0,1248,2196,3444,0.0,3197.89817163,2179.7622576,1.46708576152
10865,record,175.0,201.0,110,173,283,0.000192197728644,9.5093062146,6.48230057815,1.46696471414
27198,argentinaa,53.0,131.0,42,100,142,0.0178705845638,2.87996131071,4.22478296387,1.46695823592
9116,martínez,159.0,393.0,101,193,294,4.09573650706e-05,8.63988393213,12.6743488916,1.46695823592
