,Palabra,cant cuyo,cant guaranitica,Total cuyo,Total guaranitica,Total cuyo guaranitica,Pvalue,fnorm cuyo,fnorm guaranitica,maxdif
3540,invitame,133.0,237.0,97,206,303,7.84867211667e-09,14.1453261024,7.64330963692,1.85068076191
4076,mega,88.0,537.0,65,285,350,5.4493401757e-08,9.35931351137,17.3183851267,1.85039053406
11076,aii,46.0,82.0,23,44,67,0.000692667556024,4.8923684264,2.64452063387,1.85000198665
7055,manejate,69.0,123.0,59,94,153,3.25419134169e-05,7.3385526396,3.96678095081,1.85000198665
28114,enamoraaa,23.0,41.0,20,39,59,0.0164474059978,2.4461842132,1.32226031694,1.85000198664
28115,polli,23.0,41.0,17,26,43,0.0164474059978,2.4461842132,1.32226031694,1.85000198664
28116,chiee,23.0,41.0,16,33,49,0.0164474059978,2.4461842132,1.32226031694,1.85000198664
18822,iniciales,20.0,122.0,19,87,106,0.0096030394098,2.12711670713,3.93453069918,1.84970137557
12069,chicasss,30.0,183.0,27,131,158,0.00151469752538,3.19067506069,5.90179604876,1.84970137557
12068,acompañamos,30.0,183.0,18,76,94,0.00151469752538,3.19067506069,5.90179604876,1.84970137557
8334,erbes,60.0,107.0,20,64,84,0.000107895918743,6.38135012139,3.45077692469,1.8492502589
7092,lluvioso,51.0,311.0,44,246,290,3.57630904539e-05,5.42414760318,10.0298282577,1.84910680746
14640,ny,37.0,66.0,24,52,76,0.00236935772341,3.93516590819,2.12851660775,1.84878327651
2154,sumo,222.0,396.0,106,295,401,9.66644164458e-14,23.6109954491,12.7710996465,1.84878327651
5844,repostapp,62.0,378.0,14,60,74,5.22302073386e-06,6.5940617921,12.1905951171,1.84872321514
7010,vives,52.0,317.0,40,236,276,3.02807558222e-05,5.53050343854,10.2233297675,1.84853510736
10068,amerita,51.0,91.0,47,80,127,0.000361130643845,5.42414760318,2.93477289857,1.84823418733
596,visitaram,536.0,3267.0,40,238,278,7.0062982253e-41,57.0067277511,105.361572084,1.84823048508
6774,exámenes,54.0,329.0,41,263,304,2.17172019423e-05,5.74321510925,10.6103327871,1.84745522939
2711,acosté,177.0,316.0,121,261,382,3.14625588029e-11,18.8249828581,10.1910795159,1.84720203868
955,imaginate,480.0,857.0,269,623,892,8.01615857456e-28,51.0508009711,27.6384656491,1.84709244063
7005,cortita,70.0,125.0,57,111,168,2.99295863285e-05,7.44490847495,4.03128145407,1.84678459189
18197,clarísimo,28.0,50.0,23,40,63,0.00829386962844,2.97796338998,1.61251258163,1.84678459189
18198,lan,28.0,50.0,24,38,62,0.00829386962844,2.97796338998,1.61251258163,1.84678459189
18196,callen,28.0,50.0,26,49,75,0.00829386962844,2.97796338998,1.61251258163,1.84678459189
1849,sonido,192.0,1169.0,134,546,680,1.26475320731e-15,20.4203203884,37.7005441585,1.84622686821
1541,hambreee,228.0,1388.0,142,709,851,2.94470001605e-18,24.2491304613,44.763349266,1.84597750164
5504,chongo,89.0,159.0,64,115,179,2.55948238659e-06,9.46566934673,5.12779000958,1.84595494922
3134,remix,115.0,700.0,72,264,336,6.13340088856e-10,12.230921066,22.5751761428,1.84574620513
3489,triunfar,136.0,243.0,90,188,278,6.14120000194e-09,14.4643936085,7.83681114672,1.84569888666
1206,telefono,391.0,699.0,182,420,602,6.96914613594e-23,41.5851316244,22.5429258912,1.84470870486
34012,agradecerte,12.0,73.0,12,70,82,0.0458832459636,1.27627002428,2.35426836918,1.84464754667
34014,nahue,12.0,73.0,6,51,57,0.0458832459636,1.27627002428,2.35426836918,1.84464754667
34013,venecia,12.0,73.0,9,66,75,0.0458832459636,1.27627002428,2.35426836918,1.84464754667
16673,miremos,24.0,146.0,24,135,159,0.00475125087462,2.55254004856,4.70853673836,1.84464754667
7699,vuelves,49.0,298.0,43,251,294,5.52232128001e-05,5.21143593247,9.61057498651,1.84413184985
1213,hayan,389.0,696.0,251,540,791,1.01077810392e-22,41.3724199537,22.4461751363,1.84318351356
2846,candela,171.0,306.0,84,177,261,7.86126638413e-11,18.186847846,9.86857699957,1.84290479233
14549,olvidada,38.0,68.0,28,59,87,0.00217205633391,4.04152174355,2.19301711102,1.84290479233
14548,bailarines,38.0,68.0,22,57,79,0.00217205633391,4.04152174355,2.19301711102,1.84290479233
30950,soundcloud,19.0,34.0,11,19,30,0.0301790476816,2.02076087177,1.09650855551,1.84290479232
30951,hundido,19.0,34.0,15,30,45,0.0301790476816,2.02076087177,1.09650855551,1.84290479232
30952,inmundo,19.0,34.0,16,29,45,0.0301790476816,2.02076087177,1.09650855551,1.84290479232
30954,geometría,19.0,34.0,7,27,34,0.0301790476816,2.02076087177,1.09650855551,1.84290479232
30953,bancarios,19.0,34.0,12,22,34,0.0301790476816,2.02076087177,1.09650855551,1.84290479232
32712,chrome,13.0,79.0,10,44,54,0.0380659076884,1.38262585963,2.54776987897,1.84270376633
9101,besas,40.0,243.0,30,197,227,0.000276609123555,4.25423341426,7.83681114672,1.84212063223
5447,contestan,68.0,413.0,65,345,410,2.14652557225e-06,7.23219680424,13.3193539243,1.84167470615
7271,argumentos,67.0,120.0,36,97,133,4.79715978789e-05,7.12584096888,3.87003019591,1.84128820917
31157,mill,14.0,85.0,11,59,70,0.0316327877146,1.48898169499,2.74127138877,1.84103766889
31158,logras,14.0,85.0,13,78,91,0.0316327877146,1.48898169499,2.74127138877,1.84103766889
31156,inesperados,14.0,85.0,13,77,90,0.0316327877146,1.48898169499,2.74127138877,1.84103766889
27796,quique,24.0,43.0,20,35,55,0.0150230247834,2.55254004856,1.3867608202,1.84064909491
27795,pauta,24.0,43.0,15,33,48,0.0150230247834,2.55254004856,1.3867608202,1.84064909491
10878,vazquez,48.0,86.0,38,74,112,0.000583607037296,5.10508009711,2.7735216404,1.84064909491
14299,also,29.0,176.0,18,90,108,0.00199642055089,3.08431922534,5.67604428734,1.84029079763
8554,agapornis,44.0,267.0,41,206,247,0.000141101167912,4.67965675569,8.6108171859,1.84005315677
1505,podrías,318.0,570.0,199,443,642,9.05537881398e-19,33.8211556434,18.3826434306,1.83984179267
5973,churros,82.0,147.0,65,121,186,7.08241413936e-06,8.72117849923,4.74078698999,1.83960564304
8437,calorr,45.0,273.0,31,199,230,0.000119306321038,4.78601259104,8.8043186957,1.83959371778
30154,dudoso,15.0,91.0,15,77,92,0.0263254675513,1.59533753035,2.93477289857,1.83959371778
30153,saturday,15.0,91.0,12,65,77,0.0263254675513,1.59533753035,2.93477289857,1.83959371778
495,pileta,864.0,1549.0,343,886,1229,3.92677969985e-48,91.891441748,49.9556397789,1.83946081273
17967,juntasss,29.0,52.0,24,45,69,0.00758678700863,3.08431922534,1.67701308489,1.83917421583
17966,tarro,29.0,52.0,26,49,75,0.00758678700863,3.08431922534,1.67701308489,1.83917421583
11999,maaasss,31.0,188.0,27,146,173,0.00141565609392,3.29703089605,6.06304730693,1.83894161083
29486,wanted,16.0,97.0,13,69,82,0.0219373294002,1.7016933657,3.12827440836,1.83833026056
29485,promocional,16.0,97.0,11,34,45,0.0219373294002,1.7016933657,3.12827440836,1.83833026056
16209,trataba,34.0,61.0,30,58,88,0.00387118367379,3.61609840212,1.96726534959,1.83813454696
6406,pis,78.0,140.0,55,111,166,1.22999656153e-05,8.29575515781,4.51503522856,1.83736222152
14295,variedad,39.0,70.0,28,58,86,0.00199074547519,4.1478775789,2.25751761428,1.83736222152
4281,bebés,85.0,515.0,67,274,341,1.32094659687e-07,9.0402460053,16.6088795908,1.83721544536
11534,amia,44.0,79.0,27,56,83,0.0010300050758,4.67965675569,2.54776987897,1.83676586897
11535,subway,44.0,79.0,38,62,100,0.0010300050758,4.67965675569,2.54776987897,1.83676586897
10820,jajaajajaj,49.0,88.0,28,67,95,0.00053554803022,5.21143593247,2.83802214367,1.83629149762
2209,cocino,166.0,1005.0,114,681,795,1.79656674189e-13,17.6550686692,32.4115028908,1.83581856849
26058,montaner,19.0,115.0,15,75,90,0.0127786687625,2.02076087177,3.70877893775,1.83533786187
7941,sigoo,64.0,115.0,23,68,91,7.69396860477e-05,6.80677346282,3.70877893775,1.83531388014
6371,invitó,79.0,142.0,69,121,190,1.13090847558e-05,8.40211099316,4.57953573183,1.83470803269
4686,ree,80.0,484.0,56,297,353,3.30405550318e-07,8.50846682852,15.6091217902,1.83453988889
18555,salados,21.0,127.0,20,107,127,0.00895379532075,2.23347254249,4.09578195734,1.83381791333
1958,invite,248.0,446.0,166,380,546,7.66192239604e-15,26.3762471684,14.3836122281,1.83377073506
897,toy,516.0,928.0,207,498,705,3.57264110041e-29,54.8796110439,29.928233515,1.83370699164
17955,asustan,22.0,133.0,20,123,143,0.00750356041555,2.33982837784,4.28928346713,1.83316157191
642,cancion,694.0,1249.0,266,616,882,1.41832898424e-38,73.8109497374,40.2805642891,1.83242094643
3173,comerme,155.0,279.0,111,235,346,8.42339356166e-10,16.4851544803,8.99782020549,1.83212757132
30341,derby,20.0,36.0,11,31,42,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30342,divinaa,20.0,36.0,19,34,53,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30343,disfrazados,20.0,36.0,19,32,51,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30344,vendía,20.0,36.0,17,34,51,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30345,peladito,20.0,36.0,16,30,46,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30346,venian,20.0,36.0,19,36,55,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30347,invitadas,20.0,36.0,17,32,49,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30348,restantes,20.0,36.0,16,28,44,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30349,dtoke,20.0,36.0,14,23,37,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30350,xxl,20.0,36.0,16,28,44,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
30351,piñaaa,20.0,36.0,16,34,50,0.0274982978675,2.12711670713,1.16100905877,1.83212757132
2591,estuviera,190.0,342.0,154,295,449,1.08789700923e-11,20.2076087177,11.0295860583,1.83212757132
15959,tuvieran,35.0,63.0,25,60,85,0.0035442597448,3.72245423748,2.03176585285,1.83212757132
15958,tuiteros,35.0,63.0,16,41,57,0.0035442597448,3.72245423748,2.03176585285,1.83212757132
6703,montañas,75.0,135.0,62,114,176,1.96568548733e-05,7.97668765174,4.3537839704,1.83212757132
10427,age,50.0,90.0,32,74,106,0.000491366170227,5.31779176782,2.90252264693,1.83212757132
2909,chori,170.0,306.0,118,223,341,1.30298731598e-10,18.0804920106,9.86857699957,1.83212757132
8515,pibita,60.0,108.0,48,80,128,0.000134490493817,6.38135012139,3.48302717632,1.83212757132
17674,lesiono,30.0,54.0,26,45,71,0.00693827533991,3.19067506069,1.74151358816,1.83212757132
17673,instalada,30.0,54.0,25,51,76,0.00693827533991,3.19067506069,1.74151358816,1.83212757132
26320,envidiable,25.0,45.0,20,43,63,0.0137180988506,2.65889588391,1.45126132347,1.83212757131
26319,sacudiste,25.0,45.0,20,39,59,0.0137180988506,2.65889588391,1.45126132347,1.83212757131
16856,completito,24.0,145.0,22,118,140,0.00528034890849,2.55254004856,4.67628648673,1.83201297444
97,eh,2491.0,15042.0,513,2449,2962,2.13675358241e-177,264.932385873,485.108285057,1.8310644939
1794,lentes,273.0,492.0,173,326,499,4.32211415607e-16,29.0351430523,15.8671238032,1.82989326941
110,t,3080.0,5552.0,455,1577,2032,4.44084595493e-164,327.575972898,179.053397064,1.82948761805
8468,ganemos,61.0,110.0,49,90,139,0.00012348662839,6.48770595675,3.54752767958,1.82879643028
427,habia,1027.0,1852.0,371,975,1346,6.59080136328e-56,109.227442911,59.7274660236,1.82876405418
11422,malhumor,34.0,205.0,24,134,158,0.000939241657705,3.61609840212,6.61130158468,1.82829692378
10312,ortigoza,51.0,92.0,32,70,102,0.000450761585204,5.42414760318,2.9670231502,1.82814468529
5158,nadal,97.0,175.0,32,116,148,1.31344271309e-06,10.3165160296,5.6437940357,1.82793985116
11010,volverás,36.0,217.0,31,182,213,0.000667996280384,3.82881007283,6.99830460427,1.82780145036
11365,pino,46.0,83.0,39,64,103,0.000865945503548,4.8923684264,2.6767708855,1.82771280609
3720,partidito,133.0,240.0,85,175,260,1.48851395308e-08,14.1453261024,7.74006039182,1.82754725239
3893,jesus,95.0,572.0,72,282,354,3.4657401852e-08,10.1038043589,18.4471439338,1.82576218606
17563,alterada,31.0,56.0,28,51,79,0.00634388339205,3.29703089605,1.80601409142,1.82558425857
8404,electo,62.0,112.0,19,76,95,0.000113369190167,6.5940617921,3.61202818285,1.82558425856
6037,mayweather,83.0,150.0,35,102,137,8.07358948905e-06,8.82753433459,4.83753774489,1.82479906103
26026,calentitas,26.0,47.0,22,37,59,0.0125236870224,2.76525171927,1.51576182673,1.82433128378
26027,solterona,26.0,47.0,22,41,63,0.0125236870224,2.76525171927,1.51576182673,1.82433128378
26025,gitano,26.0,47.0,20,42,62,0.0125236870224,2.76525171927,1.51576182673,1.82433128378
512,luego,650.0,3910.0,274,1301,1575,4.79838870298e-47,69.1312929817,126.098483883,1.82404347502
5672,desaparece,67.0,403.0,61,332,393,3.76382636392e-06,7.12584096888,12.9968514079,1.82390421912
5418,inauguración,71.0,427.0,43,166,209,1.94691136005e-06,7.55126431031,13.7708574471,1.82364924352
1272,rata,382.0,691.0,204,480,684,1.15984397158e-21,40.6279291062,22.2849238781,1.82311276127
30020,plenario,21.0,38.0,9,25,34,0.0250495395641,2.23347254249,1.22550956204,1.82248479463
30022,instancias,21.0,38.0,17,36,53,0.0250495395641,2.23347254249,1.22550956204,1.82248479463
30021,mejorarme,21.0,38.0,19,36,55,0.0250495395641,2.23347254249,1.22550956204,1.82248479463
5988,despertando,84.0,152.0,65,136,201,7.41947385502e-06,8.93389016994,4.90203824815,1.82248479463
12079,caballito,42.0,76.0,22,66,88,0.00153099800963,4.46694508497,2.45101912408,1.82248479462
12077,recomendaciones,42.0,76.0,26,49,75,0.00153099800963,4.46694508497,2.45101912408,1.82248479462
12078,paulita,42.0,76.0,30,53,83,0.00153099800963,4.46694508497,2.45101912408,1.82248479462
4809,llamame,105.0,190.0,75,153,228,5.43640929378e-07,11.1673627124,6.12754781019,1.82248479462
8815,bocho,58.0,105.0,41,85,126,0.000198342360684,6.16863845068,3.38627642142,1.82165827091
15655,venían,37.0,67.0,36,64,100,0.00296928870701,3.93516590819,2.16076685938,1.82118949627
15656,abundante,37.0,67.0,13,53,66,0.00296928870701,3.93516590819,2.16076685938,1.82118949627
10158,arruabarrena,53.0,96.0,30,66,96,0.000379188926946,5.63685927389,3.09602415673,1.820676774
214,banda,1840.0,3333.0,522,1298,1820,2.25873202753e-97,195.694737056,107.490088691,1.82058401327
385,has,1126.0,2040.0,430,969,1399,2.78919967801e-60,119.756670611,65.7905133305,1.8202726282
1944,mandale,256.0,464.0,176,377,553,6.02401048851e-15,27.2270938513,14.9641167575,1.81949220876
17058,amistosos,32.0,58.0,21,48,69,0.0057994042016,3.40338673141,1.87051459469,1.81949220876
17059,rotundo,32.0,58.0,26,53,79,0.0057994042016,3.40338673141,1.87051459469,1.81949220876
8186,casate,64.0,116.0,53,108,161,9.55210842833e-05,6.80677346282,3.74102918938,1.81949220876
7093,vales,54.0,324.0,47,263,310,3.58309366328e-05,5.74321510925,10.449081529,1.81937840221
29959,jajjja,16.0,96.0,12,63,75,0.0244727391818,1.7016933657,3.09602415673,1.8193784022
29958,informo,16.0,96.0,15,88,103,0.0244727391818,1.7016933657,3.09602415673,1.8193784022
33456,three,13.0,78.0,13,57,70,0.0425822631357,1.38262585963,2.51551962734,1.8193784022
33457,evo,13.0,78.0,11,50,61,0.0425822631357,1.38262585963,2.51551962734,1.8193784022
33458,evil,13.0,78.0,12,51,63,0.0425822631357,1.38262585963,2.51551962734,1.8193784022
33459,mj,13.0,78.0,10,34,44,0.0425822631357,1.38262585963,2.51551962734,1.8193784022
14464,urnas,30.0,180.0,17,91,108,0.00206701879186,3.19067506069,5.80504529387,1.8193784022
5500,comienzan,70.0,420.0,40,311,351,2.53305371599e-06,7.44490847495,13.5451056857,1.8193784022
32445,grr,14.0,84.0,13,54,67,0.0353495450913,1.48898169499,2.70902113714,1.8193784022
32446,subtitulos,14.0,84.0,14,62,76,0.0353495450913,1.48898169499,2.70902113714,1.8193784022
17759,fresquete,23.0,138.0,17,116,133,0.0069923652094,2.4461842132,4.4505347253,1.8193784022
17758,moriii,23.0,138.0,21,113,134,0.0069923652094,2.4461842132,4.4505347253,1.8193784022
17760,gravedad,23.0,138.0,23,111,134,0.0069923652094,2.4461842132,4.4505347253,1.8193784022
12034,diooosss,32.0,192.0,24,135,159,0.00146537255855,3.40338673141,6.19204831346,1.8193784022
25941,sonrisita,20.0,120.0,17,109,126,0.0118978897283,2.12711670713,3.87003019591,1.8193784022
25942,mom,20.0,120.0,15,42,57,0.0118978897283,2.12711670713,3.87003019591,1.8193784022
7966,soluciones,49.0,294.0,42,194,236,8.25562570822e-05,5.21143593247,9.48157397998,1.8193784022
28957,maaan,17.0,102.0,15,70,85,0.0204025790736,1.80804920106,3.28952566652,1.8193784022
16394,saldo,26.0,156.0,24,111,135,0.00413436876724,2.76525171927,5.03103925468,1.8193784022
16395,cuidas,26.0,156.0,24,139,163,0.00413436876724,2.76525171927,5.03103925468,1.8193784022
15929,asesinato,27.0,162.0,25,83,108,0.00347398891936,2.87160755463,5.22454076448,1.8193784022
28191,checho,18.0,108.0,12,43,55,0.0170286571825,1.91440503642,3.48302717632,1.8193784022
1710,msj,219.0,1314.0,112,644,756,8.57644363631e-17,23.2919279431,42.3768306452,1.8193784022
30861,portugues,15.0,90.0,13,63,76,0.0293918816033,1.59533753035,2.90252264693,1.8193784022
30862,tooodooo,15.0,90.0,15,75,90,0.0293918816033,1.59533753035,2.90252264693,1.8193784022
6545,veci,59.0,354.0,36,233,269,1.56070853684e-05,6.27499428603,11.4165890779,1.81937840219
6926,provincias,56.0,336.0,36,160,196,2.56868911304e-05,5.95592677996,10.8360845485,1.81937840219
5915,ejecutivo,86.0,156.0,24,67,91,6.26433537974e-06,9.14660184066,5.03103925468,1.81803428231
7228,imbéciles,70.0,127.0,54,102,156,4.61542953397e-05,7.44490847495,4.09578195734,1.81770136997
9999,bonitos,54.0,98.0,50,77,127,0.000347721958787,5.74321510925,3.16052465999,1.81717142788
10000,baños,54.0,98.0,44,85,129,0.000347721958787,5.74321510925,3.16052465999,1.81717142788
25329,exquisito,27.0,49.0,22,42,64,0.0114312267147,2.87160755463,1.58026233,1.81717142788
25330,lagos,27.0,49.0,18,40,58,0.0114312267147,2.87160755463,1.58026233,1.81717142788
7996,mundiales,65.0,118.0,50,102,152,8.76666803508e-05,6.91312929817,3.80552969265,1.81660106647
3884,alfin,97.0,581.0,39,204,243,3.35097815972e-08,10.3165160296,18.7373961985,1.81625232246
15550,graciosas,38.0,69.0,31,59,90,0.00271717559027,4.04152174355,2.22526736265,1.81619602722
15549,preceptor,38.0,69.0,31,57,88,0.00271717559027,4.04152174355,2.22526736265,1.81619602722
15551,queridas,38.0,69.0,18,59,77,0.00271717559027,4.04152174355,2.22526736265,1.81619602722
699,juegan,658.0,1195.0,255,755,1010,1.05589126832e-35,69.9821396646,38.5390507009,1.81587606316
5422,holi,72.0,431.0,43,228,271,2.01028684333e-06,7.65762014567,13.8998584536,1.81516687811
5423,vera,72.0,431.0,46,225,271,2.01028684333e-06,7.65762014567,13.8998584536,1.81516687811
7193,caniche,71.0,129.0,50,98,148,4.23710003639e-05,7.55126431031,4.1602824606,1.81508452415
6355,entraron,82.0,149.0,69,137,206,1.08625691025e-05,8.72117849923,4.80528749326,1.81491294984
29636,cubierta,22.0,40.0,14,35,49,0.0228149215133,2.33982837784,1.2900100653,1.81380629561
29637,crak,22.0,40.0,15,29,44,0.0228149215133,2.33982837784,1.2900100653,1.81380629561
29634,anabel,22.0,40.0,13,23,36,0.0228149215133,2.33982837784,1.2900100653,1.81380629561
29638,cleveland,22.0,40.0,13,29,42,0.0228149215133,2.33982837784,1.2900100653,1.81380629561
29633,masculina,22.0,40.0,19,37,56,0.0228149215133,2.33982837784,1.2900100653,1.81380629561
29635,directioners,22.0,40.0,4,26,30,0.0228149215133,2.33982837784,1.2900100653,1.81380629561
9924,depresivo,55.0,100.0,48,94,142,0.00031883224047,5.84957094461,3.22502516326,1.81380629561
5176,alemán,99.0,180.0,65,141,206,1.37054749238e-06,10.5292277003,5.80504529387,1.81380629561
11898,ascender,44.0,80.0,24,55,79,0.00128419942876,4.67965675569,2.58002013061,1.81380629561
16861,salmón,33.0,60.0,26,47,73,0.0053008859769,3.50974256676,1.93501509796,1.8138062956
1155,contesta,322.0,1926.0,199,1064,1263,1.05816621916e-23,34.2465789848,62.1139846444,1.81372815872
3867,heladooo,98.0,586.0,71,370,441,3.13721785677e-08,10.4228718649,18.8986474567,1.81319004029
4908,clarooo,105.0,191.0,66,156,222,6.70371367296e-07,11.1673627124,6.15979806182,1.81294298942
8629,loser,61.0,111.0,30,85,115,0.000153131781205,6.48770595675,3.57977793122,1.81232078676
4492,maricona,85.0,508.0,53,366,419,2.62338193157e-07,9.0402460053,16.3831278294,1.81224358494
10949,gorro,50.0,91.0,45,77,122,0.000611045622005,5.31779176782,2.93477289857,1.8119943013
4785,brisa,81.0,484.0,50,213,263,5.05264854103e-07,8.61482266388,15.6091217902,1.81189124828
14757,burger,39.0,71.0,36,60,96,0.00248615905465,4.1478775789,2.28976786591,1.81148388038
14758,temón,39.0,71.0,23,57,80,0.00248615905465,4.1478775789,2.28976786591,1.81148388038
7924,prendete,67.0,122.0,28,86,114,7.38219636286e-05,7.12584096888,3.93453069918,1.81110315656
838,liga,571.0,1040.0,181,412,593,6.0847967019e-31,60.7291819886,33.5402616979,1.81063530558
25143,picasso,28.0,51.0,25,42,67,0.0104326062134,2.97796338998,1.64476283326,1.8105731293
25144,verlaaa,28.0,51.0,24,43,67,0.0104326062134,2.97796338998,1.64476283326,1.8105731293
25145,alien,28.0,51.0,19,44,63,0.0104326062134,2.97796338998,1.64476283326,1.8105731293
11963,medina,33.0,197.0,23,119,142,0.00136719198473,3.50974256676,6.35329957162,1.81018962239
849,tmb,425.0,2537.0,97,579,676,1.50548497973e-30,45.2012300265,81.8188883919,1.81010313976
4300,pierdan,118.0,215.0,60,170,230,1.48013753541e-07,12.5499885721,6.93380410101,1.80997161
12280,dana,32.0,191.0,20,113,133,0.00162320105555,3.40338673141,6.15979806182,1.80990247302
1370,veja,276.0,1647.0,39,232,271,2.19453918733e-20,29.3542105584,53.1161644389,1.8094904761
3753,claudio,136.0,248.0,69,132,201,1.75675392014e-08,14.4643936085,7.99806240488,1.80848721556
34078,shoes,17.0,31.0,10,22,32,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34082,analfabeto,17.0,31.0,16,31,47,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34085,costará,17.0,31.0,15,28,43,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
16689,nora,34.0,62.0,26,41,67,0.00484463463834,3.61609840212,1.99951560122,1.80848721556
34086,imaginándote,17.0,31.0,11,26,37,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34084,adelantada,17.0,31.0,16,29,45,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
7821,alegras,68.0,124.0,59,119,178,6.77339366077e-05,7.23219680424,3.99903120244,1.80848721556
34083,acuerdooo,17.0,31.0,14,28,42,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34081,luzbelito,17.0,31.0,12,24,36,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
16691,explicas,34.0,62.0,33,60,93,0.00484463463834,3.61609840212,1.99951560122,1.80848721556
34080,abrazarse,17.0,31.0,14,30,44,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
16690,cage,34.0,62.0,25,50,75,0.00484463463834,3.61609840212,1.99951560122,1.80848721556
34075,tara,17.0,31.0,8,19,27,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34076,pluralidad,17.0,31.0,11,24,35,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34077,novioo,17.0,31.0,17,26,43,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
34079,masoquistas,17.0,31.0,16,28,44,0.0463654980253,1.80804920106,0.99975780061,1.80848721556
9065,rocha,57.0,104.0,40,85,125,0.00026797732688,6.06228261532,3.35402616979,1.80746431555
14611,rayas,40.0,73.0,30,65,95,0.0022745384234,4.25423341426,2.35426836918,1.80702993336
8435,éstas,48.0,286.0,37,193,230,0.000119152830575,5.10508009711,9.22357196692,1.80674382996
8551,mediante,47.0,280.0,35,97,132,0.000140922697299,4.99872426175,9.03007045712,1.80647500928
17985,relevant,23.0,137.0,14,66,80,0.00776572394254,2.4461842132,4.41828447366,1.80619450073
1384,usuários,275.0,1638.0,38,224,262,3.42359124811e-20,29.247854723,52.8259121742,1.80614655928
3719,arsenal,138.0,252.0,65,138,203,1.48522131753e-08,14.6771052792,8.12706341141,1.8059543203
11588,secar,46.0,84.0,44,78,122,0.00107670993894,4.8923684264,2.70902113714,1.8059543203
28978,molestaría,23.0,42.0,19,40,59,0.0207772574795,2.4461842132,1.35451056857,1.8059543203
28979,llegarán,23.0,42.0,17,39,56,0.0207772574795,2.4461842132,1.35451056857,1.8059543203
28980,rapidisimo,23.0,42.0,20,42,62,0.0207772574795,2.4461842132,1.35451056857,1.8059543203
28981,estate,23.0,42.0,20,41,61,0.0207772574795,2.4461842132,1.35451056857,1.8059543203
28982,laburantes,23.0,42.0,14,33,47,0.0207772574795,2.4461842132,1.35451056857,1.8059543203
7766,bou,69.0,126.0,35,81,116,6.21431939164e-05,7.3385526396,4.06353170571,1.8059543203
2175,cambiado,236.0,431.0,188,360,548,1.31301973667e-13,25.0999771441,13.8998584536,1.8057721399
18742,prestame,22.0,131.0,21,119,140,0.00926794389396,2.33982837784,4.22478296387,1.80559523249
18741,arriesgo,22.0,131.0,20,110,130,0.00926794389396,2.33982837784,4.22478296387,1.80559523249
2526,libres,153.0,911.0,118,475,593,6.82189313227e-12,16.2724428095,29.3799792373,1.80550514642
9091,gastón,43.0,256.0,29,103,132,0.000276286520851,4.57330092033,8.25606441794,1.80527469365
9092,choclo,43.0,256.0,36,196,232,0.000276286520851,4.57330092033,8.25606441794,1.80527469365
1387,acessaram,275.0,1637.0,38,223,261,3.76402844397e-20,29.247854723,52.7936619225,1.8050439057
25218,tomy,21.0,125.0,18,75,93,0.0110691369877,2.23347254249,4.03128145407,1.80493889107
4747,comprado,110.0,201.0,93,185,278,4.39382138063e-07,11.6991418892,6.48230057815,1.80478238369
1625,huracán,313.0,572.0,91,300,391,1.61031766955e-17,33.2893764666,18.4471439338,1.80458159735
18804,teñida,29.0,53.0,26,49,75,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18798,masajista,29.0,53.0,21,43,64,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18801,llevaré,29.0,53.0,25,50,75,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18802,trenza,29.0,53.0,25,47,72,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18797,besi,29.0,53.0,25,43,68,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18800,marvel,29.0,53.0,16,34,50,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18799,llamaban,29.0,53.0,27,44,71,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
18803,muñecos,29.0,53.0,26,51,77,0.00952020273502,3.08431922534,1.70926333653,1.80447281552
26196,ames,20.0,119.0,17,100,117,0.013231277379,2.12711670713,3.83777994428,1.80421691552
813,parcial,448.0,2665.0,182,901,1083,9.92226682775e-32,47.6474142397,85.9469206008,1.80381080426
