palabra,pvalorWelch
oj,0.00964296093345
depilación,3.99891218305e-05
llovisna,0.0395754842589
discutimos,9.85806168996e-05
mantienes,0.0002670702653
peleándome,0.00017252023499
muchh,0.000546507553737
malentendido,0.00165906080655
tocarse,0.000370441721656
pudiéramos,0.131514316953
mundi,7.50706228876e-05
jajajjja,0.00674200239175
víctima,2.11392550323e-05
aflojá,8.19866649509e-05
viene,8.70603395188e-08
equivocaciones,1.4550019441e-05
ruedas,0.0144819351989
pueda,0.00152273994664
teñite,0.048283160318
sexo,3.06101550448e-05
mateada,0.000192925248399
lastrar,3.24120003105e-05
pegate,0.000288363384635
rumor,0.153052621107
televisados,0.00564030287189
enseñarles,0.00809903417429
aumenten,0.328240006297
hinchen,3.68986527777e-05
justo,0.00154626908909
lorna,0.000736377297027
secooo,0.000666062329033
cometen,0.0146221128732
vacacioneeesss,0.000656974035906
inaugurarán,0.143205882267
circa,0.0160481608764
escucharme,1.6354800248e-05
llenando,0.0123665178919
apiado,0.00659691467842
lazy,0.0351153754112
convertirlo,0.00952849296172
cabales,0.0036472155538
fatiii,0.00189803601518
paladines,0.00451758376367
envidies,2.06783462527e-05
evangélico,0.000668543545408
bernardino,0.00078761710664
ustedes,0.360327261293
sabana,2.23099881453e-06
suma,0.000276595981443
aguacero,0.000130354502138
esfumo,0.046171145281
di,0.0200802207047
uuhh,0.0853706683165
cnmigo,0.137375342617
chichisss,0.000197927932702
caricatura,0.136912027518
toti,0.225178633211
rapidamente,0.097238081448
respectivas,0.000576022437151
plastico,0.000138263434431
enteras,0.000123748256928
dede,0.0195490650763
file,0.106208432888
ladridos,0.0026251501023
enciendo,0.00184745560667
comparten,0.000858177131659
ocupen,0.000706172489647
pontífice,0.921688847335
paises,0.00819343665896
excuse,0.00209615689672
exigí,0.0846894747142
ganate,0.421272036297
continuamente,0.840065870313
traigame,0.0278087479147
provocas,0.00646726901617
encantas,0.00623332676119
estará,0.00821144039886
bulling,0.00833264729705
convierten,0.00253033217021
autárquico,0.0137284441359
sxb,0.00961648346916
significativa,0.000335630918232
penguin,9.69385815834e-05
hacetelo,0.00100921154616
mandaban,0.00250350305992
popof,0.012491619666
combatir,0.00325596693729
cogida,0.0130815515785
laves,0.0137360340013
prestaste,0.00268332927462
tonnnto,0.000480869406523
lamentamos,0.00848138039979
atan,0.019337007454
sacrificios,0.212103984122
divertidoo,0.000115026196985
reproches,0.0473829082306
hacelo,0.0203370965068
mano,0.28021641059
traeee,0.000524317652045
carrie,5.36569154586e-05
pulso,0.0032333295918
lesion,0.0317971227114
miosss,3.20014750913e-05
emocionada,0.981796333909
gone,6.33399074983e-05
freddy,0.000156103519341
catador,0.477433574273
guardaste,1.65334398e-05
descomprimir,0.000533497969446
usualmente,0.00258546921342
espermatozoide,0.0701736386139
ofrecio,0.000484636029428
relájate,3.65410319904e-06
relación,0.0192819722902
sabio,0.0660125454078
estrellaaa,0.000270739644201
entenderle,6.26168636673e-06
producidas,0.0515072323463
carge,0.0017581646401
inolvidable,0.534740970126
aprecio,0.0725252389307
abrazabas,5.85975550067e-05
decidio,0.000201525866035
transexuales,0.0245607199454
ansiosaaa,0.495482741698
protegen,6.61285614091e-05
tentas,0.002330122244
frizzé,0.000776932940578
marihuana,7.17725871237e-05
sanito,0.0550560072628
indias,0.000144643770812
preferiste,4.84641404205e-06
figuras,0.126605378524
sometimiento,0.000606898489337
ellie,0.00566301033519
puedooo,0.00297259823617
hermos,0.94392418391
botella,0.000486425812747
fluminense,0.0084460658432
agrege,0.0142694640084
unificar,0.000242465644221
gastaron,0.654734972013
aclararle,0.0287062972926
secarse,0.0873570399313
tobillooo,0.00772366989077
biieen,0.000768422149332
pilares,0.0152136612088
motor,0.423074639264
lastimarte,0.00101404985803
salen,7.23736115485e-05
bryan,0.00426108140761
chaparte,0.00385807827097
libido,0.000680454297677
villarruel,0.0196451545705
viéndome,0.0298902677843
afirmación,0.0248549620078
quimicaa,0.000775078463766
abrase,3.08703744429e-06
jovi,0.000578185853144
larrgo,0.00100410793492
prometieron,0.00850637271497
marrón,7.02666641127e-05
estadistica,0.0397467117484
prandi,1.52596305175e-05
derivadas,4.86281171966e-05
adoras,0.00385806616131
encaminando,0.0788041383857
existira,0.00217407190357
phineas,0.00458941203318
polito,0.4425106418
encaramos,0.0428386847756
amargarte,0.000270928177536
puutaaa,0.000309191823233
lider,0.10783386441
seguirlos,7.15230263283e-05
discreto,0.00849369760411
trasmision,0.0041997462277
conexión,0.0629912018359
acusar,1.35021124978e-06
quedandome,0.00032756489884
robale,0.00202252388345
devoción,0.0179425559115
perlitas,0.0380322216993
recrea,0.00531587226485
reias,0.152564447737
escuchan,0.825226707648
arrastra,3.03245517093e-05
posterga,0.0011090712465
movela,0.00472320763975
intensivas,0.00333970007384
cenado,0.956735227657
probarr,0.000146364339186
holanda,4.77059959058e-06
jajajjaa,0.0394360699084
manejaba,0.000587386158928
empacar,0.000431239626505
molestando,0.0430569932981
luzbelito,0.00639514731262
jajaja,3.98113468813e-45
tirarnos,0.000189892759143
helicopteros,0.00361728510616
fielmente,0.000692580210945
encargate,0.548969962804
bailarina,6.76969744397e-05
crocks,0.000598859080028
radiooo,9.75985165093e-05
piedad,0.0626398866097
escondidas,5.92588433307e-06
sister,0.169175259223
ponemos,0.0862895929878
dictaminó,0.0177804483148
fascina,0.0037741217472
lilly,0.00268937535
gastarte,0.00107506195023
adaptar,0.0179575785141
motivacionales,0.00185072668968
obveoo,0.000404653197842
efectiva,2.27139770734e-05
meets,0.0103327947342
besemooo,0.000171664823086
olla,1.12526805334e-06
nuestra,2.0142230658e-11
frustre,0.000157434097807
shadowhunters,0.00420559680123
ascó,0.00180273551613
ricosss,0.0494549611312
november,0.00422382606514
defensivos,0.0063558814348
descripción,0.000216352293441
sumario,0.00759625838339
negritooo,0.00216116016535
abrir,0.272314445843
sucesora,0.0319182996077
trabajen,0.202446161097
golpe,0.0181534111966
akinator,0.0101156818391
mientas,7.3146242089e-05
cosiendo,0.000990056396596
apostó,0.00087270937974
mentimos,0.0145405508179
psd,0.00718389764725
diagnosticaron,0.00668747422178
pensaaar,0.00126898098063
saldo,2.24747807461e-06
amar,0.000112202265088
febre,9.0750577237e-05
correctores,0.0263707343339
kom,0.0011193903472
belga,0.000185203180663
ingrosso,0.00195307457557
hewitt,0.233998257997
agradece,0.00044053363285
destrato,0.0105859893619
sunga,0.00037320556379
desconcertada,0.00127566354551
relajado,0.0538541413583
juegen,0.000327961736949
dala,1.90260548228e-05
quites,2.02840083453e-05
camarín,0.00724237540313
endorfinas,0.000440187762312
grandecito,6.88430275628e-05
acordaras,0.00164363753336
rogas,6.7662737326e-05
oculte,0.000996365953664
alé,2.74491726221e-05
preocuparía,0.0122200664498
viajanding,0.000238121350422
toodoo,0.000289259286877
ninguna,0.000360320746399
demasiados,0.000622748696835
compartiría,0.633189161995
contagio,1.86925180853e-06
maxwell,0.00219029651405
escucharemos,0.00225125920935
especialmente,0.00047451842162
ortodoxo,0.00404360098654
vestiditos,0.0119702341315
viajé,0.0321439760082
tatuaría,0.000254961459208
nadamos,0.109299571562
bombonasooo,0.000553278476204
brunoo,0.0110096281666
supuestas,0.628349167052
considerarlo,0.00161218335636
baldear,0.075393408652
masó,0.022093082965
lluviosos,0.00422255128591
putazo,0.0973882751597
enviando,0.000309966207668
million,0.0726071243528
enfermes,0.000347634168043
chest,0.00132773452486
roba,0.00746222557336
clases,5.3049742964e-11
graaaciaaas,0.00750051133969
retrato,0.0545365710493
catorce,0.000110027061826
atenderán,0.000227565350043
estarme,4.22834023753e-05
pijamada,2.04965820978e-05
estariaaa,0.0148946916248
guardarme,0.00286096464289
melancólico,0.700545751354
transmision,9.85579535468e-06
reconocida,0.857496667818
ahorcó,0.0611513954735
ladrido,9.48692878921e-05
mentirosaa,0.0221578141035
habar,0.000190588690237
hall,0.119546928078
mezcle,0.0198484562416
isaa,0.0097303638625
votaban,0.00246448148578
redondo,2.53316157311e-06
niega,2.91810509982e-06
compartis,0.00698918173184
paliza,0.00505923502175
loveo,0.0476967795659
arrugues,0.000485599609462
hitler,0.000437083904936
trasmitis,0.00799428708826
cuántos,0.0029988909201
friedrich,0.0914483662957
emferma,0.0097121140811
purple,0.0725890533173
comunicarme,0.00123486065607
flojitos,7.19660593115e-05
cristina,1.4136315939e-07
iguaaalll,0.0028526524998
siembra,1.83671297893e-06
miedooo,0.00554889437323
ninaaa,0.00319369317681
articular,0.0435346073988
novias,0.0264532111851
vertebral,0.0030222612848
busco,0.00208791388949
ejemplar,0.00473469241842
baboso,0.0190916054332
ayuden,0.000127496141475
noemi,0.000100853764331
peor,7.80172544288e-30
pasas,0.372529465584
aposté,0.000233382340088
reciban,0.119201199103
sostener,1.00310517317e-06
safety,0.102644541843
durmiente,2.19866156086e-05
careces,0.0177470913007
inspiro,0.00091783495044
óptimas,0.00677106206312
casandra,0.0743923241529
music,6.8787547211e-06
decidiste,6.55113653222e-06
museum,0.000675706234695
deshidratar,1.82206918723e-05
vacia,0.000632250562196
conformidad,0.00474694565833
parquee,5.12017258587e-05
podra,2.06628505735e-05
gentilezas,0.0183252897762
huecos,0.0270355518337
enfoquen,0.87913444161
formal,6.01100061048e-05
evitarlo,0.000468951872124
pizzeria,0.442808287031
destinadas,0.000947761378072
fabricando,0.00255611039508
alexander,0.0920643855782
ladrando,0.00105043601821
resolvieron,0.601206683399
gagoo,0.000315364440554
buscado,0.000139061299399
low,0.00968758600801
quentin,0.0525653277847
enemigo,1.70429562281e-05
pelotudita,1.27473112705e-11
kid,0.000176852275194
zai,0.00353345297831
olvidaremos,0.000508880770094
charge,1.50999509985e-05
corre,0.811798899681
chica,1.76109001882e-05
desnudó,0.0161749677575
dioz,0.193876928697
óptima,0.00842111126074
defendido,0.000305016426419
despertandome,0.000512471419458
malditas,7.02640958585e-06
mani,0.000729947059731
parido,0.390130905953
colorín,0.000329353018052
prestada,0.168148852216
felpa,0.0013320863068
rollin,0.00201875052398
minimos,0.0137992146974
secretas,0.270784593882
conocieran,0.0427395685966
jajjajajaa,0.000496103778712
hemisferio,0.0012238114112
pensante,0.0142056487222
villerita,0.000243232580645
aparecés,0.000103690048632
punchline,0.0152308964176
jjajajajajajaj,2.56289653588e-07
calmado,0.078855595491
forma,0.00273692926065
animan,1.62274462103e-06
palma,0.00303926902082
precaria,0.0849879751342
relieve,0.000544888613753
soga,0.014625745805
cubitos,0.0002984236523
adelantar,0.00106272612938
exportar,8.72144743705e-05
cuestaaa,0.00435145474082
aim,0.002934760377
globooo,0.0130227939282
ridículos,0.867773403545
ascooo,0.0210166802358
beiooo,0.0465698752353
confirmed,0.283586794605
jack,0.000406253105925
tuya,0.490162725737
irremplazable,2.49996026124e-05
piercings,0.0281983357027
ziempre,0.000372495283343
soñada,0.594248644228
lie,0.0301189215047
pelotuditos,0.0495898405016
toma,0.071115184094
sufriiir,0.0843312003097
resultando,0.00184628834108
interesaba,0.0013147502313
pérdida,0.000991112285491
quedarse,0.477693301601
especiales,5.47738807332e-07
catarsis,4.15848844126e-06
desees,0.000645131363077
entraste,0.0425066928549
anulados,0.02116965881
vinculado,0.00661186345614
tenele,8.9874027057e-05
tazón,0.00291468795163
tostaditas,0.0125683942108
hagas,0.00765399941714
apenitas,0.0275668490873
culpables,0.558046610962
manchó,0.000247646052082
despiertes,0.000594749616155
melhores,0.0279316180087
operetas,0.000680152862734
agitador,0.000667808902467
bebitas,4.07215367421e-05
way,0.00169115990387
escoba,0.00864396720019
comento,0.0020301962974
viggo,0.0267110846193
prepo,0.00216089694222
máaaas,0.000189899285923
diplomático,0.000131261471788
solitarios,8.72998636144e-06
respiremos,0.706328792359
catalogues,0.0958233560785
kinesiologos,0.00277205507805
brillitos,0.00236698730188
venceremos,0.00863605845348
tubo,0.0080116106646
enamorarnos,9.50026522756e-06
adictivas,0.00105600842271
tardes,0.00993361617712
estemos,0.000682444432512
recurrir,0.000386047495652
fru,0.00120719780317
numeros,0.491633195937
jugadooor,0.00286252427107
simulando,3.10605764996e-05
disfrazado,0.00309217470558
ho,0.656749916252
esconderte,7.61153141093e-05
asombroso,0.00785932168329
lame,0.00358664383947
truquito,1.30067284128e-05
conquistando,0.000896523064529
marchate,2.03867728622e-05
quieen,0.00659822258665
ordenan,0.00853527739226
taladran,0.000172618577496
cartas,0.0943626952753
terrorista,0.0476109227977
mediados,0.020174873859
invictas,0.27193741954
exilio,0.00042155357454
lágrima,2.31947759089e-08
bisagra,6.63854293662e-05
bloqueaste,0.0661807897469
logico,0.0138167404138
wdw,0.0072828153823
leida,1.78914146807e-05
agregaría,0.00250864907108
construido,0.000307047072619
oscuro,0.115484159645
patron,6.22272756243e-06
entrabas,0.0829550357576
habren,0.0357019936256
actualizan,6.42924928804e-06
adecuadamente,0.161163043715
place,0.0273751934453
diran,0.00593205044447
adore,0.0894699206201
caballero,0.0090293482541
echarlo,0.87265596343
despedirnos,0.0387617236404
mutuamente,0.021769642081
dónde,0.005911752025
vinimo,0.0912882004399
chupó,0.000477797925162
miente,0.0143206857062
placentero,0.0125112744767
larguísima,0.000173268716147
cumpleños,0.0092062676353
reason,0.00187180412051
tomaa,0.000199515904061
compras,0.343774711128
boludeaste,0.00359146009886
vann,0.00140510476422
pluralismo,0.00326551879802
paraíso,0.547823841178
zapatooo,6.99124616893e-05
felice,0.0137260125467
partuza,0.00571224139083
prevenir,0.403756899731
retrovisor,0.00061557521468
describiendo,0.00995801331505
housee,0.00248229015887
chanchas,1.80843170035e-05
because,1.68088167272e-05
sentido,0.766255225303
pulpo,0.0204241227388
cueste,0.160720853637
teletransporte,0.00475368297079
rock,4.5097367789e-05
ponerse,0.00512939616513
ocasión,2.68159987307e-06
extenso,0.128271794139
ponela,0.010434395507
paladar,0.0429391019928
baúl,0.0228807529978
lejanas,0.000193207162962
podremos,0.0366859977979
soñar,0.00216770194775
taparle,0.405294982474
tómame,0.00606123835907
edd,0.174372175032
tooodos,0.428088397027
disgusto,0.0205332781533
freepass,0.098376562356
cómputos,0.0052897259206
dejarse,0.00115125962498
fitito,0.038427173068
cola,0.00374933209618
anotan,0.0235634390444
cuente,3.57943423108e-06
tenga,0.0026026189728
oblivion,5.26967047473e-05
anteayer,9.77309332935e-07
dramatismo,2.77378144807e-05
nvas,0.0299937153207
arro,0.00244758333581
leía,0.00539476248235
riendote,0.0103215436053
posesion,0.000352159112004
diferenciado,0.000303566143394
ligué,0.000264817925566
distintos,0.0853182965337
folklórica,0.00410452298346
pestañas,0.00564324808871
frotando,0.000118797253359
rain,9.43727638505e-05
aprovecho,0.00136929644245
decretan,0.0170400799153
nishikori,0.0127275204062
afs,0.0235863494787
perilla,0.0252609730124
extrañabamos,0.160285940594
qilombo,0.00198397016593
forrooos,0.00170740250496
interesante,0.658605035414
tipear,4.58798192478e-05
waste,0.0168250587464
irreconocible,0.117760725984
estúpido,0.00105193763133
escuchabas,0.0116615283369
relata,0.105389294225
animaron,0.0413201591573
deel,0.00026767610483
sonrisa,9.48091212798e-09
tateti,0.0137939540882
alfred,0.970756379006
aumentas,0.00146131466298
respete,0.00814406606576
formo,0.030288290921
acomoden,0.394604795626
bailaste,0.00407718295484
ridículas,1.76550808892e-06
pretenden,7.07255775188e-05
hizoo,0.0424713585331
cadenitas,0.000342900376254
recibir,0.000389347564242
venda,0.724782148118
cualquier,1.26523109729e-05
otr,0.0242442877352
pump,0.00578886219958
dudaaa,0.000102460762443
burn,0.0543337999039
vivan,0.000313531020419
dcis,0.332994354376
cacería,4.73340734754e-06
pretendia,0.0277613265903
arreglaba,0.00121465652945
fácil,0.0359393886811
funciona,4.5710459857e-05
lado,8.92341054516e-08
quinientas,0.463685371467
japon,0.0369174820732
frog,0.00113829195115
carajo,0.00676167606597
incomprendido,3.87045438798e-05
twitte,0.00409701632412
todavia,3.97722362524e-10
swear,0.00057585403175
abrazando,0.000162906938691
jajajaajaa,0.129948432656
íconos,0.000210997046037
understand,0.192499494788
fune,0.00969995304974
despiadado,0.0576413647506
destruirse,0.000915021766567
apurense,1.54223719861e-06
papel,0.000801349202719
cambie,0.896376264172
volvieron,0.679877592317
justifican,0.000165569728
maquillarse,0.00664898816369
descubrí,0.0914327099152
oyeme,0.0170739432702
uses,0.000122091496352
llamen,0.134602070351
desconocer,0.000126747653648
invadieron,0.000160842876564
ansiosos,0.0395710205338
impulsor,0.008504251877
escupiste,0.0333320632438
conquista,0.0333820285729
ganandole,0.0389732868028
anselmo,0.00273694550242
insistente,0.388818168489
motorman,0.0334032762876
historicos,6.89853253483e-05
anécdota,2.30834695306e-05
peeeor,0.0383295844978
cobarde,0.000207608117608
mister,0.116026858773
paralelas,0.69354586626
cargarla,0.00788903940388
follar,0.0011322340058
bosteritos,0.00433570203945
finalistas,0.00101751705942
volviii,0.155553274642
infinitamente,4.5101931873e-06
afanó,4.28407113495e-06
arreglala,2.27235809865e-05
segurooo,6.90276515936e-06
olimpicos,0.936412864548
quitando,0.217162408213
lpmqlrmp,0.98158440283
leales,0.000292483576934
valoran,0.397323464401
violero,0.0108202505587
garpar,2.99619358555e-06
tenerteee,0.000159899854749
tuviéramos,0.00698529796274
chantaaa,0.000596908164489
descaradamente,0.027343000145
basto,0.000834043239994
interpone,0.0677682730454
nt,0.000986197640253
escondidass,5.13460313822e-05
piezas,0.0150985895601
graba,0.679721638956
consentidos,0.00218613805459
envidiaa,0.000295070252992
triunfó,0.017840212026
programón,4.16463574284e-05
despedir,0.000359582161887
descubrir,3.70055041532e-08
esee,0.0212449897344
pablooo,1.70643944867e-05
terremotos,0.000269295933631
paranoica,0.215328554936
rápida,0.0100738018594
hablanos,0.00708649187111
octubreee,0.000110316093158
twiti,3.51483741074e-05
alejadas,0.00766851820789
preso,0.862557042932
necesite,0.000969886267261
human,0.008815450435
popcorn,0.138313873829
reemplazado,0.0798363959414
ptp,0.298683949311
magallán,0.00647887110346
elfo,0.0450501815942
namber,0.00484540540016
generada,0.00519688802788
trasmite,2.57258561087e-05
acaricio,2.37799846641e-06
visitarmee,0.00157420786338
haceeer,1.26796982097e-05
trasporte,0.0146819495526
bajarme,9.32134430856e-05
damos,7.98800229803e-05
choreando,0.492575701749
caerse,0.0051189491108
quisiste,0.00225054276174
quejó,8.97728847065e-06
costilla,0.0526496692207
fracasé,3.1055879973e-05
operacion,0.000144642192998
wild,0.180193274383
inbancable,0.00106733775724
solos,0.0113405239368
pued,0.0325594258915
blondo,0.159442020796
stalkeara,0.000236923596673
símbolo,0.0702114938606
atrocidades,0.0505547298134
rar,0.00035455779435
poetico,0.0171272293138
arbitrales,0.235459506863
hora,6.11275115507e-53
trajera,0.00640339623513
expresion,0.414879446397
ligera,0.0244836194565
actor,0.000180562782433
kiesza,0.0462721685745
conviccion,0.00128462673411
florero,0.0362873429879
violador,0.519168478171
dame,0.000258712126909
llamar,0.031230597776
conceda,5.01963023615e-05
petisaaa,0.000579471082978
oscuras,0.0142994951713
resguardo,5.49235449173e-05
hallaron,0.0232321469042
escriben,0.000763116153068
tratamos,0.027429230364
traen,0.000101998493815
conciencia,0.00103230652312
princesa,0.135539461875
ale,0.722421778406
abramos,0.0100055364009
conquiste,0.101354930638
arr,0.0144735977967
dicho,0.345042993041
bailarin,3.96831826299e-05
ramera,0.0234161976081
tenembaum,0.00260227904164
separar,0.0425124868613
buenisss,0.00131880858752
concurrida,0.000148487573398
precidente,0.00234645682298
spark,0.0134359515355
estarlo,7.67814179764e-06
cumplía,0.000256073499304
satisfechos,1.01656671686e-05
putees,0.000333125457524
retuit,0.102697675502
oli,0.373606502066
reirte,0.409723718534
gusteee,5.71998224207e-05
baul,7.66782231884e-05
fragancia,1.91371135034e-05
cuerdas,0.0644108207138
orejaaa,0.000305417782493
brandon,0.000878575057982
pequeña,0.0649481273363
ins,0.00907037509446
stewart,0.0219121640141
silla,0.231021940891
greg,0.10879627793
convenga,0.00206708603375
pasional,0.0167718721904
blusera,0.00216310367794
arriesgado,0.000248565754273
inspira,0.902858434351
confesarlo,0.00171149564098
entendedor,0.00107163567628
buscartee,0.000410914802068
bajaba,0.00011267358985
refresco,0.00325739940537
bizco,0.000109604258539
tiernita,5.60040941624e-05
credito,0.00454797468262
quién,3.82787384463e-10
prostitución,0.0421698405329
cualquieras,0.0387698784752
límite,0.242420490332
clandestino,0.0338423665241
guardar,6.76850561482e-05
cambiamos,0.0100885084809
marear,0.0309750081029
cerrar,0.392078033694
incorporado,0.0016989786279
analices,0.481857165923
inflaron,0.017231106951
transmitis,0.000841256960358
dimos,0.00733854603593
preparaba,0.00138250463553
pochiii,0.270611406796
xs,0.00380552080135
desiertos,4.64005403238e-05
almaa,5.15825868248e-05
sorteada,0.000311383371383
djar,0.00298143067184
evangelizar,0.0330784686061
típicos,0.000802960950043
temor,0.0011352589401
fosforito,0.0013720559072
quemaría,0.000431503413508
hombro,0.284954662829
jajajajajjajajaja,0.0277894307001
salías,0.039644285154
resistir,0.0819060399155
timpo,0.000169873545983
stifler,1.48934803918e-05
bailar,0.01158032302
decidir,0.163535844856
cuanto,1.53753111248e-07
bolivianas,0.000127682218698
anulación,2.6120212287e-05
gilesss,0.000512196387365
fabian,0.00103904489007
peter,0.00132243876328
pintor,0.000125315444523
third,0.00254273440498
debe,0.0970168011474
celebrities,0.209181825357
instan,0.00397200662806
tactiles,0.0238345318002
crucigrama,0.233404969695
sangano,0.00152644527449
ponencias,0.873706887954
energizante,0.000186812229121
gérmenes,0.124496803867
pecando,0.375664111517
yorke,0.000571420910675
cocineras,0.00030114931549
manada,0.0676633047743
desparramando,0.00118619332149
entregarlo,4.49940173708e-05
termina,0.054920402375
esenciales,6.673712013e-05
amenaces,0.00556111652545
preguntaron,0.0150970037009
dooonde,4.9458213119e-05
motivas,0.0533523468241
sentir,6.15913084576e-07
empates,0.00590376223022
chorio,0.873713523775
sentimos,0.0100461705488
ataque,0.000270860806275
voy,1.05375389407e-96
solitaaa,0.0568017293764
distante,0.0588748174761
soportar,0.000327046951285
okeeey,2.69708066182e-06
lucen,0.000236591668275
loops,0.00936495858186
ajajajajjajaj,7.65549391737e-05
sinverguenzas,0.00307867691849
mane,0.0855503669169
olvidandome,7.10842423039e-06
moquitos,2.9380326276e-07
dayyy,0.000490668350819
aplicación,0.015952813377
abandonamos,4.01188215404e-05
nota,0.0923868430849
esfuerzo,4.70085729675e-08
hicistee,0.0190654238425
videos,2.67313301409e-06
vi,8.05921390266e-06
sentado,0.398065231689
faltantes,0.0776752234476
rulos,0.00553851459957
pervinox,0.052944244104
estes,0.0346999152173
world,0.0065643809711
virginia,1.59430005228e-06
tipico,2.35980644117e-07
volar,0.471905156447
arruines,0.000439918078214
dedicale,0.00114298904598
demagogo,0.39414351415
adioses,0.000263122724906
irreparable,0.000514529920415
baston,9.28948945367e-05
consejos,0.001583816241
disaster,0.131578369427
supiste,0.000858785573538
pasarle,0.972137859498
prestes,0.714022823906
mimosas,0.00861574406907
arraso,0.00819040060367
brindando,0.0128040918028
efedrina,0.000310599168523
acompáñame,0.610186438083
pijamasurf,0.119015161992
hematoma,0.0404999197679
mejorar,0.0143450694191
aceptar,0.0380142057339
resultado,0.410886539076
lacteos,0.000778973105256
etiquetada,1.90805245988e-05
cómo,2.36070039126e-10
entender,0.15434523139
tengo,1.1096195218e-114
tengamos,0.00508702830339
outlast,0.0224635042056
recibio,0.452689860872
desinteresada,0.00156050448278
pelispedia,0.00577757998384
futboleras,3.53188960144e-05
alabando,0.00694950421376
dañar,3.45782566677e-05
colors,0.00445834484251
jajajajajajajaajja,0.00119364182049
bastones,4.87456243224e-06
destrozada,0.0150038353876
incomoda,0.0412640414762
esperabas,0.110928757261
sentiria,0.00353131921309
liguilla,0.000891147006289
accesible,0.000464994576743
derivado,4.24763276518e-05
hacerlooo,0.00178774455758
nelida,0.0128102429156
desbloqueado,0.026017143652
expect,0.00168580430805
defender,0.00360064152344
escapar,1.23123705436e-05
colas,0.634191731957
submarine,0.000390440868523
gros,0.0453539655536
sabeeer,0.0620653761113
ola,0.0466837706956
killer,0.59501774299
afecta,0.00136781057201
comian,0.00467578907609
muchaas,0.0187074925601
parecidos,0.000433208241079
divorciados,0.00158266327902
zen,0.00386753643013
hermosaaas,0.00590381310352
concreta,0.0081981532331
nuggets,0.00157431935346
aislamiento,0.352646930002
soberbia,0.929725440009
hornear,0.0137533597208
scandal,0.00364198358777
alimentas,3.58140766398e-06
jajaajajajajajaja,0.0407466627445
agresivos,0.0763920063439
gotita,0.00632170216505
votando,0.000163629329523
preguntooo,0.000682543380094
cansee,0.0330963870629
qatar,0.00134952839262
puedo,6.47219259573e-77
intervienen,0.23088249638
destructor,0.057469952821
tener,3.43479711414e-64
brocoli,0.275666887895
psicólogo,0.0020485372409
cartera,0.00450145071262
revolucionó,0.015505158802
ultimos,1.01343908167e-07
querida,0.166748027233
jardinero,0.00101066583861
perdónn,4.51583378167e-06
poniendonos,0.260875136809
comprometes,0.171776799201
quedare,0.636123801207
suicidar,0.0111098888029
eternidad,2.5200148438e-05
componga,0.00770575638887
corren,0.0158778585117
esquimal,0.00152211438667
armonica,0.756873967349
importaría,0.00588179450833
artico,0.0564400662594
jjajajajajaja,0.131571387586
gregory,0.000568781235321
enfocarme,0.000233491202043
tachas,0.00128607634051
selfie,0.0484195346994
habidas,4.78042106604e-05
jurabas,0.402922948019
sn,0.0012048252313
clavadora,0.000167672128312
explicaron,0.0097050300088
posibilidades,1.14739671727e-05
faceta,3.50396000652e-05
avisarle,0.10186945846
jajajjjaja,0.199216085083
bruno,0.00611230917601
malvado,1.76171280576e-06
mantengas,0.000827899381336
teito,0.0032565035659
impide,0.000509395172085
topito,0.000206059714236
diciembre,4.72916613317e-07
hermosooo,0.206752220776
gustando,0.000656008703745
absueltos,0.0227446250487
presentía,0.00045682780672
cristal,9.07798996818e-09
demas,0.0117920287024
mejoren,0.000616834308251
importarme,0.000257686237663
pintarle,0.0336373045856
malita,4.20819179361e-05
bordes,0.000714005695923
escusas,1.16529696355e-06
sensación,0.00818087521097
desafinado,0.000298036647779
matter,0.0197349358419
admisión,1.17238520547e-06
esforzando,0.000848052750511
ayude,0.607001639126
vignolo,0.00150796306274
revisá,0.00046161080683
cracksss,6.3331067123e-05
plantaste,0.00291164165812
temeré,0.141850520725
ignorarte,0.000869132788213
castillito,0.0010824485396
calvin,0.00921629440854
carcome,0.00155263061892
desean,0.277626401539
mieeedo,2.8985533699e-05
career,0.0409729149204
buscarte,2.56123025693e-05
hacerle,0.811246486613
pedalea,0.128691671838
repetirlas,0.0149794159034
goes,0.0129554784843
motivos,4.94639304579e-06
tanta,0.538921397022
viví,0.00137293063045
ariel,1.16493180648e-05
estudió,3.00833677121e-08
okis,0.000420832412694
consha,0.031719826782
jungle,0.0001631563147
involuntario,0.0127807459917
escribias,0.020456749987
lata,0.000129900604735
mentira,6.02892014395e-07
soledad,2.01958784106e-05
ingenioso,0.00046359190389
tarareando,4.16082628215e-05
ferguson,0.0362481722088
cute,0.000600126862422
apostando,0.00086562740921
cuestionar,0.00146538459586
empanada,0.00146333838822
pariendo,0.000337996998005
clasicos,0.101666020806
marrana,0.000139891116424
javii,0.0150357696262
dedicar,0.00499427908821
sydney,0.0259237462141
parentesis,0.00149753637111
peines,0.00626508349877
onerepublic,0.00796002468635
sinceras,0.0096096833531
indignación,0.00038633236381
diurna,0.00491075697827
bisnietos,0.0737082599821
mos,0.00343215934304
lujo,0.000183423701546
intimo,0.00895118475097
guinnes,0.00139163536793
cumplidos,1.06680414855e-05
tiburones,0.00237378888142
chorrooo,0.155753793486
éso,0.0038636545311
seriee,4.3174679679e-05
help,0.654639662534
entiendanme,0.0308182606422
pararr,0.000328634898444
posibilidad,5.06583561634e-07
acalambran,0.0931156646334
hormonas,0.00545993694358
